County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"Jackson County, IA",2015,"11,165     ","10,700     ",465     ,4.2     
"Jasper County, IA",2015,"19,105     ","18,371     ",734     ,3.8     
"Jefferson County, IA",2015,"9,151     ","8,803     ",348     ,3.8     
"Johnson County, IA",2015,"83,898     ","81,684     ","2,214     ",2.6     
"Jones County, IA",2015,"10,781     ","10,335     ",446     ,4.1     
"Keokuk County, IA",2015,"5,424     ","5,195     ",229     ,4.2     
"Kossuth County, IA",2015,"8,835     ","8,585     ",250     ,2.8     
"Lee County, IA",2015,"18,265     ","17,293     ",972     ,5.3     
"Linn County, IA",2015,"120,196     ","115,687     ","4,509     ",3.8     
"Louisa County, IA",2015,"6,025     ","5,799     ",226     ,3.8     
"Lucas County, IA",2015,"4,402     ","4,248     ",154     ,3.5     
"Lyon County, IA",2015,"7,064     ","6,924     ",140     ,2.0     
"Madison County, IA",2015,"8,235     ","7,916     ",319     ,3.9     
"Mahaska County, IA",2015,"11,836     ","11,372     ",464     ,3.9     
"Marion County, IA",2015,"17,435     ","16,870     ",565     ,3.2     
"Marshall County, IA",2015,"19,435     ","18,459     ",976     ,5.0     
"Mills County, IA",2015,"7,425     ","7,125     ",300     ,4.0     
"Mitchell County, IA",2015,"5,596     ","5,440     ",156     ,2.8     
"Monona County, IA",2015,"4,762     ","4,555     ",207     ,4.3     
"Monroe County, IA",2015,"4,038     ","3,860     ",178     ,4.4     
"Montgomery County, IA",2015,"5,171     ","4,989     ",182     ,3.5     
"Muscatine County, IA",2015,"22,214     ","21,364     ",850     ,3.8     
"O'Brien County, IA",2015,"8,432     ","8,196     ",236     ,2.8     
"Osceola County, IA",2015,"3,545     ","3,445     ",100     ,2.8     
"Page County, IA",2015,"6,570     ","6,301     ",269     ,4.1     
"Palo Alto County, IA",2015,"4,865     ","4,716     ",149     ,3.1     
"Plymouth County, IA",2015,"14,793     ","14,380     ",413     ,2.8     
"Pocahontas County, IA",2015,"4,311     ","4,181     ",130     ,3.0     
"Polk County, IA",2015,"255,669     ","246,352     ","9,317     ",3.6     
"Pottawattamie County, IA",2015,"49,001     ","47,227     ","1,774     ",3.6     
"Poweshiek County, IA",2015,"10,510     ","10,134     ",376     ,3.6     
"Ringgold County, IA",2015,"2,567     ","2,482     ",85     ,3.3     
"Sac County, IA",2015,"5,642     ","5,456     ",186     ,3.3     
"Scott County, IA",2015,"87,907     ","83,842     ","4,065     ",4.6     
"Shelby County, IA",2015,"7,020     ","6,821     ",199     ,2.8     
"Sioux County, IA",2015,"20,763     ","20,258     ",505     ,2.4     
"Story County, IA",2015,"57,440     ","56,019     ","1,421     ",2.5     
"Tama County, IA",2015,"9,668     ","9,251     ",417     ,4.3     
"Taylor County, IA",2015,"3,240     ","3,138     ",102     ,3.1     
"Union County, IA",2015,"6,576     ","6,304     ",272     ,4.1     
"Van Buren County, IA",2015,"3,841     ","3,687     ",154     ,4.0     
"Wapello County, IA",2015,"18,008     ","17,090     ",918     ,5.1     
"Warren County, IA",2015,"26,711     ","25,805     ",906     ,3.4     
"Washington County, IA",2015,"12,392     ","12,009     ",383     ,3.1     
"Wayne County, IA",2015,"2,850     ","2,739     ",111     ,3.9     
"Webster County, IA",2015,"20,353     ","19,483     ",870     ,4.3     
"Winnebago County, IA",2015,"5,170     ","4,967     ",203     ,3.9     
"Winneshiek County, IA",2015,"12,229     ","11,785     ",444     ,3.6     
"Woodbury County, IA",2015,"56,200     ","54,099     ","2,101     ",3.7     
"Worth County, IA",2015,"4,228     ","4,061     ",167     ,3.9     
"Wright County, IA",2015,"6,908     ","6,641     ",267     ,3.9     
"Allen County, KS",2015,"6,623     ","6,284     ",339     ,5.1     
"Anderson County, KS",2015,"4,144     ","3,945     ",199     ,4.8     
"Atchison County, KS",2015,"7,490     ","7,031     ",459     ,6.1     
"Barber County, KS",2015,"2,669     ","2,556     ",113     ,4.2     
"Barton County, KS",2015,"14,629     ","14,013     ",616     ,4.2     
"Bourbon County, KS",2015,"7,138     ","6,796     ",342     ,4.8     
"Brown County, KS",2015,"5,370     ","5,156     ",214     ,4.0     
"Butler County, KS",2015,"32,119     ","30,752     ","1,367     ",4.3     
"Chase County, KS",2015,"1,255     ","1,210     ",45     ,3.6     
"Chautauqua County, KS",2015,"1,556     ","1,467     ",89     ,5.7     
"Cherokee County, KS",2015,"10,441     ","9,978     ",463     ,4.4     
"Cheyenne County, KS",2015,"1,361     ","1,324     ",37     ,2.7     
"Clark County, KS",2015,"1,162     ","1,134     ",28     ,2.4     
"Clay County, KS",2015,"4,128     ","3,951     ",177     ,4.3     
"Cloud County, KS",2015,"4,323     ","4,159     ",164     ,3.8     
"Coffey County, KS",2015,"4,753     ","4,482     ",271     ,5.7     
"Comanche County, KS",2015,994     ,961     ,33     ,3.3     
"Cowley County, KS",2015,"17,088     ","16,307     ",781     ,4.6     
"Crawford County, KS",2015,"18,978     ","18,012     ",966     ,5.1     
"Decatur County, KS",2015,"1,354     ","1,305     ",49     ,3.6     
"Dickinson County, KS",2015,"9,545     ","9,052     ",493     ,5.2     
"Doniphan County, KS",2015,"4,330     ","4,143     ",187     ,4.3     
"Douglas County, KS",2015,"64,936     ","62,542     ","2,394     ",3.7     
"Edwards County, KS",2015,"1,754     ","1,701     ",53     ,3.0     
"Elk County, KS",2015,"1,283     ","1,222     ",61     ,4.8     
"Ellis County, KS",2015,"17,569     ","17,044     ",525     ,3.0     
"Ellsworth County, KS",2015,"2,946     ","2,838     ",108     ,3.7     
"Finney County, KS",2015,"20,184     ","19,473     ",711     ,3.5     
"Ford County, KS",2015,"18,110     ","17,495     ",615     ,3.4     
"Franklin County, KS",2015,"14,139     ","13,493     ",646     ,4.6     
"Geary County, KS",2015,"12,142     ","11,391     ",751     ,6.2     
"Gove County, KS",2015,"1,490     ","1,453     ",37     ,2.5     
"Graham County, KS",2015,"1,276     ","1,225     ",51     ,4.0     
"Grant County, KS",2015,"3,913     ","3,773     ",140     ,3.6     
"Gray County, KS",2015,"3,610     ","3,527     ",83     ,2.3     
"Greeley County, KS",2015,937     ,917     ,20     ,2.1     
"Greenwood County, KS",2015,"3,298     ","3,147     ",151     ,4.6     
"Hamilton County, KS",2015,"1,657     ","1,624     ",33     ,2.0     
"Harper County, KS",2015,"2,863     ","2,752     ",111     ,3.9     
"Harvey County, KS",2015,"17,254     ","16,582     ",672     ,3.9     
"Haskell County, KS",2015,"2,365     ","2,306     ",59     ,2.5     
"Hodgeman County, KS",2015,"1,030     ",998     ,32     ,3.1     
"Jackson County, KS",2015,"7,259     ","6,990     ",269     ,3.7     
"Jefferson County, KS",2015,"10,214     ","9,787     ",427     ,4.2     
"Jewell County, KS",2015,"1,378     ","1,318     ",60     ,4.4     
"Johnson County, KS",2015,"325,565     ","314,557     ","11,008     ",3.4     
"Kearny County, KS",2015,"2,154     ","2,086     ",68     ,3.2     
"Kingman County, KS",2015,"3,659     ","3,500     ",159     ,4.3     
"Kiowa County, KS",2015,"1,452     ","1,409     ",43     ,3.0     
"Labette County, KS",2015,"10,782     ","10,164     ",618     ,5.7     
"Lane County, KS",2015,880     ,851     ,29     ,3.3     
"Leavenworth County, KS",2015,"35,366     ","33,776     ","1,590     ",4.5     
"Lincoln County, KS",2015,"1,802     ","1,740     ",62     ,3.4     
"Linn County, KS",2015,"4,340     ","4,062     ",278     ,6.4     
"Logan County, KS",2015,"1,760     ","1,717     ",43     ,2.4     
"Lyon County, KS",2015,"16,682     ","15,966     ",716     ,4.3     
"McPherson County, KS",2015,"17,228     ","16,714     ",514     ,3.0     
"Marion County, KS",2015,"6,178     ","5,945     ",233     ,3.8     
"Marshall County, KS",2015,"5,751     ","5,583     ",168     ,2.9     
"Meade County, KS",2015,"2,425     ","2,353     ",72     ,3.0     
"Miami County, KS",2015,"16,802     ","16,075     ",727     ,4.3     
"Mitchell County, KS",2015,"3,785     ","3,660     ",125     ,3.3     
"Montgomery County, KS",2015,"16,619     ","15,548     ","1,071     ",6.4     
"Morris County, KS",2015,"3,112     ","2,979     ",133     ,4.3     
"Morton County, KS",2015,"1,439     ","1,379     ",60     ,4.2     
"Nemaha County, KS",2015,"5,955     ","5,803     ",152     ,2.6     
"Neosho County, KS",2015,"6,285     ","5,818     ",467     ,7.4     
"Ness County, KS",2015,"1,542     ","1,491     ",51     ,3.3     
"Norton County, KS",2015,"2,957     ","2,884     ",73     ,2.5     
"Osage County, KS",2015,"8,078     ","7,676     ",402     ,5.0     
"Osborne County, KS",2015,"2,096     ","2,023     ",73     ,3.5     
"Ottawa County, KS",2015,"3,238     ","3,116     ",122     ,3.8     
"Pawnee County, KS",2015,"3,316     ","3,193     ",123     ,3.7     
"Phillips County, KS",2015,"2,962     ","2,867     ",95     ,3.2     
"Pottawatomie County, KS",2015,"11,987     ","11,550     ",437     ,3.6     
"Pratt County, KS",2015,"5,305     ","5,091     ",214     ,4.0     
"Rawlins County, KS",2015,"1,539     ","1,504     ",35     ,2.3     
"Reno County, KS",2015,"30,925     ","29,594     ","1,331     ",4.3     
"Republic County, KS",2015,"2,597     ","2,526     ",71     ,2.7     
"Rice County, KS",2015,"5,492     ","5,285     ",207     ,3.8     
"Riley County, KS",2015,"35,727     ","34,508     ","1,219     ",3.4     
"Rooks County, KS",2015,"2,817     ","2,688     ",129     ,4.6     
"Rush County, KS",2015,"1,800     ","1,737     ",63     ,3.5     
"Russell County, KS",2015,"3,744     ","3,604     ",140     ,3.7     
"Saline County, KS",2015,"30,954     ","29,791     ","1,163     ",3.8     
"Scott County, KS",2015,"2,893     ","2,813     ",80     ,2.8     
"Sedgwick County, KS",2015,"247,439     ","235,654     ","11,785     ",4.8     
"Seward County, KS",2015,"10,651     ","10,193     ",458     ,4.3     
"Shawnee County, KS",2015,"91,478     ","87,603     ","3,875     ",4.2     
"Sheridan County, KS",2015,"1,486     ","1,453     ",33     ,2.2     
"Sherman County, KS",2015,"3,099     ","3,009     ",90     ,2.9     
"Smith County, KS",2015,"2,099     ","2,018     ",81     ,3.9     
"Stafford County, KS",2015,"2,189     ","2,101     ",88     ,4.0     
"Stanton County, KS",2015,"1,064     ","1,032     ",32     ,3.0     
"Stevens County, KS",2015,"3,187     ","3,068     ",119     ,3.7     
"Sumner County, KS",2015,"11,109     ","10,615     ",494     ,4.4     
"Thomas County, KS",2015,"4,427     ","4,310     ",117     ,2.6     
"Trego County, KS",2015,"1,513     ","1,460     ",53     ,3.5     
"Wabaunsee County, KS",2015,"3,742     ","3,598     ",144     ,3.8     
"Wallace County, KS",2015,879     ,855     ,24     ,2.7     
"Washington County, KS",2015,"3,137     ","3,039     ",98     ,3.1     
"Wichita County, KS",2015,"1,258     ","1,221     ",37     ,2.9     
"Wilson County, KS",2015,"4,019     ","3,755     ",264     ,6.6     
"Woodson County, KS",2015,"1,615     ","1,534     ",81     ,5.0     
"Wyandotte County, KS",2015,"76,349     ","71,773     ","4,576     ",6.0     
"Adair County, KY",2015,"7,219     ","6,707     ",512     ,7.1     
"Allen County, KY",2015,"8,668     ","8,250     ",418     ,4.8     
"Anderson County, KY",2015,"11,339     ","10,877     ",462     ,4.1     
"Ballard County, KY",2015,"3,600     ","3,355     ",245     ,6.8     
"Barren County, KY",2015,"18,429     ","17,486     ",943     ,5.1     
"Bath County, KY",2015,"4,684     ","4,327     ",357     ,7.6     
"Bell County, KY",2015,"8,719     ","7,979     ",740     ,8.5     
"Boone County, KY",2015,"65,619     ","62,983     ","2,636     ",4.0     
"Bourbon County, KY",2015,"9,742     ","9,288     ",454     ,4.7     
"Boyd County, KY",2015,"18,300     ","17,058     ","1,242     ",6.8     
"Boyle County, KY",2015,"12,015     ","11,358     ",657     ,5.5     
"Bracken County, KY",2015,"3,723     ","3,492     ",231     ,6.2     
"Breathitt County, KY",2015,"3,814     ","3,443     ",371     ,9.7     
"Breckinridge County, KY",2015,"7,651     ","7,185     ",466     ,6.1     
"Bullitt County, KY",2015,"39,420     ","37,652     ","1,768     ",4.5     
"Butler County, KY",2015,"5,092     ","4,795     ",297     ,5.8     
"Caldwell County, KY",2015,"5,299     ","5,006     ",293     ,5.5     
"Calloway County, KY",2015,"18,544     ","17,693     ",851     ,4.6     
"Campbell County, KY",2015,"47,793     ","45,840     ","1,953     ",4.1     
"Carlisle County, KY",2015,"2,226     ","2,096     ",130     ,5.8     
"Carroll County, KY",2015,"5,007     ","4,733     ",274     ,5.5     
"Carter County, KY",2015,"9,929     ","8,937     ",992     ,10.0     
"Casey County, KY",2015,"6,504     ","6,133     ",371     ,5.7     
"Christian County, KY",2015,"24,932     ","23,368     ","1,564     ",6.3     
"Clark County, KY",2015,"16,870     ","16,002     ",868     ,5.1     
"Clay County, KY",2015,"5,282     ","4,775     ",507     ,9.6     
"Clinton County, KY",2015,"3,791     ","3,477     ",314     ,8.3     
"Crittenden County, KY",2015,"3,717     ","3,513     ",204     ,5.5     
"Cumberland County, KY",2015,"2,866     ","2,696     ",170     ,5.9     
"Daviess County, KY",2015,"45,598     ","43,527     ","2,071     ",4.5     
"Edmonson County, KY",2015,"4,680     ","4,355     ",325     ,6.9     
"Elliott County, KY",2015,"2,036     ","1,829     ",207     ,10.2     
"Estill County, KY",2015,"5,192     ","4,874     ",318     ,6.1     
"Fayette County, KY",2015,"167,924     ","161,561     ","6,363     ",3.8     
"Fleming County, KY",2015,"6,071     ","5,691     ",380     ,6.3     
"Floyd County, KY",2015,"11,551     ","10,468     ","1,083     ",9.4     
"Franklin County, KY",2015,"24,316     ","23,294     ","1,022     ",4.2     
"Fulton County, KY",2015,"2,062     ","1,905     ",157     ,7.6     
"Gallatin County, KY",2015,"3,842     ","3,646     ",196     ,5.1     
"Garrard County, KY",2015,"7,492     ","7,109     ",383     ,5.1     
"Grant County, KY",2015,"11,085     ","10,503     ",582     ,5.3     
"Graves County, KY",2015,"15,113     ","14,184     ",929     ,6.1     
"Grayson County, KY",2015,"10,502     ","9,804     ",698     ,6.6     
"Green County, KY",2015,"4,963     ","4,701     ",262     ,5.3     
"Greenup County, KY",2015,"13,737     ","12,703     ","1,034     ",7.5     
"Hancock County, KY",2015,"3,888     ","3,697     ",191     ,4.9     
"Hardin County, KY",2015,"46,591     ","44,310     ","2,281     ",4.9     
"Harlan County, KY",2015,"6,985     ","6,107     ",878     ,12.6     
"Harrison County, KY",2015,"8,321     ","7,939     ",382     ,4.6     
"Hart County, KY",2015,"7,665     ","7,275     ",390     ,5.1     
"Henderson County, KY",2015,"21,415     ","20,394     ","1,021     ",4.8     
"Henry County, KY",2015,"7,660     ","7,309     ",351     ,4.6     
"Hickman County, KY",2015,"1,926     ","1,810     ",116     ,6.0     
"Hopkins County, KY",2015,"19,114     ","18,028     ","1,086     ",5.7     
"Jackson County, KY",2015,"4,188     ","3,818     ",370     ,8.8     
"Jefferson County, KY",2015,"377,461     ","359,625     ","17,836     ",4.7     
"Jessamine County, KY",2015,"25,263     ","24,218     ","1,045     ",4.1     
"Johnson County, KY",2015,"7,158     ","6,531     ",627     ,8.8     
"Kenton County, KY",2015,"83,262     ","79,629     ","3,633     ",4.4     
"Knott County, KY",2015,"4,709     ","4,232     ",477     ,10.1     
"Knox County, KY",2015,"9,730     ","8,940     ",790     ,8.1     
"Larue County, KY",2015,"5,858     ","5,563     ",295     ,5.0     
"Laurel County, KY",2015,"23,379     ","21,933     ","1,446     ",6.2     
"Lawrence County, KY",2015,"4,969     ","4,499     ",470     ,9.5     
"Lee County, KY",2015,"1,974     ","1,804     ",170     ,8.6     
"Leslie County, KY",2015,"2,867     ","2,550     ",317     ,11.1     
"Letcher County, KY",2015,"6,603     ","5,843     ",760     ,11.5     
"Lewis County, KY",2015,"4,789     ","4,368     ",421     ,8.8     
"Lincoln County, KY",2015,"9,031     ","8,428     ",603     ,6.7     
"Livingston County, KY",2015,"3,678     ","3,416     ",262     ,7.1     
"Logan County, KY",2015,"11,448     ","10,903     ",545     ,4.8     
"Lyon County, KY",2015,"2,864     ","2,701     ",163     ,5.7     
"McCracken County, KY",2015,"28,732     ","27,102     ","1,630     ",5.7     
"McCreary County, KY",2015,"4,633     ","4,243     ",390     ,8.4     
"McLean County, KY",2015,"4,255     ","4,049     ",206     ,4.8     
"Madison County, KY",2015,"45,192     ","43,268     ","1,924     ",4.3     
"Magoffin County, KY",2015,"3,322     ","2,803     ",519     ,15.6     
"Marion County, KY",2015,"9,118     ","8,674     ",444     ,4.9     
"Marshall County, KY",2015,"14,807     ","13,986     ",821     ,5.5     
"Martin County, KY",2015,"3,085     ","2,779     ",306     ,9.9     
"Mason County, KY",2015,"7,286     ","6,842     ",444     ,6.1     
"Meade County, KY",2015,"11,785     ","11,136     ",649     ,5.5     
"Menifee County, KY",2015,"2,353     ","2,152     ",201     ,8.5     
"Mercer County, KY",2015,"9,675     ","9,192     ",483     ,5.0     
"Metcalfe County, KY",2015,"4,020     ","3,813     ",207     ,5.1     
"Monroe County, KY",2015,"4,491     ","4,295     ",196     ,4.4     
"Montgomery County, KY",2015,"11,705     ","10,943     ",762     ,6.5     
"Morgan County, KY",2015,"4,405     ","4,042     ",363     ,8.2     
"Muhlenberg County, KY",2015,"11,503     ","10,677     ",826     ,7.2     
"Nelson County, KY",2015,"21,016     ","19,963     ","1,053     ",5.0     
"Nicholas County, KY",2015,"3,175     ","2,978     ",197     ,6.2     
"Ohio County, KY",2015,"9,307     ","8,720     ",587     ,6.3     
"Oldham County, KY",2015,"30,938     ","29,747     ","1,191     ",3.8     
"Owen County, KY",2015,"5,370     ","5,150     ",220     ,4.1     
"Owsley County, KY",2015,"1,137     ","1,023     ",114     ,10.0     
"Pendleton County, KY",2015,"6,672     ","6,321     ",351     ,5.3     
"Perry County, KY",2015,"8,799     ","8,007     ",792     ,9.0     
"Pike County, KY",2015,"20,842     ","18,924     ","1,918     ",9.2     
"Powell County, KY",2015,"4,857     ","4,516     ",341     ,7.0     
"Pulaski County, KY",2015,"25,444     ","23,956     ","1,488     ",5.8     
"Robertson County, KY",2015,781     ,730     ,51     ,6.5     
"Rockcastle County, KY",2015,"6,872     ","6,438     ",434     ,6.3     
"Rowan County, KY",2015,"10,290     ","9,685     ",605     ,5.9     
"Russell County, KY",2015,"6,140     ","5,425     ",715     ,11.6     
"Scott County, KY",2015,"26,918     ","25,868     ","1,050     ",3.9     
"Shelby County, KY",2015,"22,897     ","21,987     ",910     ,4.0     
"Simpson County, KY",2015,"8,322     ","7,928     ",394     ,4.7     
"Spencer County, KY",2015,"9,258     ","8,867     ",391     ,4.2     
"Taylor County, KY",2015,"11,773     ","11,072     ",701     ,6.0     
"Todd County, KY",2015,"5,230     ","4,980     ",250     ,4.8     
"Trigg County, KY",2015,"5,724     ","5,401     ",323     ,5.6     
"Trimble County, KY",2015,"3,841     ","3,627     ",214     ,5.6     
"Union County, KY",2015,"6,126     ","5,716     ",410     ,6.7     
"Warren County, KY",2015,"59,464     ","56,834     ","2,630     ",4.4     
"Washington County, KY",2015,"5,954     ","5,691     ",263     ,4.4     
"Wayne County, KY",2015,"7,028     ","6,461     ",567     ,8.1     
"Webster County, KY",2015,"5,958     ","5,650     ",308     ,5.2     
"Whitley County, KY",2015,"13,117     ","12,235     ",882     ,6.7     
"Wolfe County, KY",2015,"1,908     ","1,716     ",192     ,10.1     
"Woodford County, KY",2015,"14,375     ","13,876     ",499     ,3.5     
"Acadia Parish, LA",2015,"25,710     ","23,962     ","1,748     ",6.8     
"Allen Parish, LA",2015,"8,788     ","8,181     ",607     ,6.9     
"Ascension Parish, LA",2015,"61,401     ","58,319     ","3,082     ",5.0     
"Assumption Parish, LA",2015,"9,760     ","8,997     ",763     ,7.8     
"Avoyelles Parish, LA",2015,"15,896     ","14,710     ","1,186     ",7.5     
"Beauregard Parish, LA",2015,"15,132     ","14,179     ",953     ,6.3     
"Bienville Parish, LA",2015,"5,779     ","5,302     ",477     ,8.3     
"Bossier Parish, LA",2015,"57,945     ","54,695     ","3,250     ",5.6     
"Caddo Parish, LA",2015,"109,831     ","102,042     ","7,789     ",7.1     
"Calcasieu Parish, LA",2015,"98,809     ","93,523     ","5,286     ",5.3     
"Caldwell Parish, LA",2015,"4,010     ","3,679     ",331     ,8.3     
"Cameron Parish, LA",2015,"3,653     ","3,484     ",169     ,4.6     
"Catahoula Parish, LA",2015,"3,599     ","3,255     ",344     ,9.6     
"Claiborne Parish, LA",2015,"6,161     ","5,713     ",448     ,7.3     
"Concordia Parish, LA",2015,"7,511     ","6,863     ",648     ,8.6     
"De Soto Parish, LA",2015,"11,030     ","10,158     ",872     ,7.9     
"East Baton Rouge Parish, LA",2015,"234,153     ","221,537     ","12,616     ",5.4     
"East Carroll Parish, LA",2015,"2,206     ","1,897     ",309     ,14.0     
"East Feliciana Parish, LA",2015,"8,178     ","7,695     ",483     ,5.9     
"Evangeline Parish, LA",2015,"12,934     ","11,967     ",967     ,7.5     
"Franklin Parish, LA",2015,"7,489     ","6,768     ",721     ,9.6     
"Grant Parish, LA",2015,"8,438     ","7,825     ",613     ,7.3     
"Iberia Parish, LA",2015,"31,693     ","29,138     ","2,555     ",8.1     
"Iberville Parish, LA",2015,"14,347     ","13,305     ","1,042     ",7.3     
"Jackson Parish, LA",2015,"7,226     ","6,796     ",430     ,6.0     
"Jefferson Parish, LA",2015,"218,574     ","206,102     ","12,472     ",5.7     
"Jefferson Davis Parish, LA",2015,"13,543     ","12,709     ",834     ,6.2     
"Lafayette Parish, LA",2015,"119,603     ","112,863     ","6,740     ",5.6     
"Lafourche Parish, LA",2015,"46,446     ","43,950     ","2,496     ",5.4     
"LaSalle Parish, LA",2015,"6,580     ","6,128     ",452     ,6.9     
"Lincoln Parish, LA",2015,"20,974     ","19,518     ","1,456     ",6.9     
"Livingston Parish, LA",2015,"68,016     ","64,556     ","3,460     ",5.1     
"Madison Parish, LA",2015,"3,887     ","3,528     ",359     ,9.2     
"Morehouse Parish, LA",2015,"10,773     ","9,597     ","1,176     ",10.9     
"Natchitoches Parish, LA",2015,"16,501     ","15,256     ","1,245     ",7.5     
"Orleans Parish, LA",2015,"181,288     ","169,564     ","11,724     ",6.5     
"Ouachita Parish, LA",2015,"71,983     ","67,230     ","4,753     ",6.6     
"Plaquemines Parish, LA",2015,"10,286     ","9,714     ",572     ,5.6     
"Pointe Coupee Parish, LA",2015,"10,085     ","9,423     ",662     ,6.6     
"Rapides Parish, LA",2015,"57,958     ","54,240     ","3,718     ",6.4     
"Red River Parish, LA",2015,"3,900     ","3,632     ",268     ,6.9     
"Richland Parish, LA",2015,"8,628     ","7,879     ",749     ,8.7     
"Sabine Parish, LA",2015,"9,439     ","8,769     ",670     ,7.1     
"St. Bernard Parish, LA",2015,"19,641     ","18,354     ","1,287     ",6.6     
"St. Charles Parish, LA",2015,"25,511     ","24,062     ","1,449     ",5.7     
"St. Helena Parish, LA",2015,"4,511     ","4,104     ",407     ,9.0     
"St. James Parish, LA",2015,"9,763     ","8,942     ",821     ,8.4     
"St. John the Baptist Parish, LA",2015,"20,293     ","18,786     ","1,507     ",7.4     
"St. Landry Parish, LA",2015,"33,642     ","30,959     ","2,683     ",8.0     
"St. Martin Parish, LA",2015,"23,980     ","22,343     ","1,637     ",6.8     
"St. Mary Parish, LA",2015,"24,165     ","22,338     ","1,827     ",7.6     
"St. Tammany Parish, LA",2015,"116,999     ","110,740     ","6,259     ",5.3     
"Tangipahoa Parish, LA",2015,"53,997     ","50,124     ","3,873     ",7.2     
"Tensas Parish, LA",2015,"1,710     ","1,544     ",166     ,9.7     
"Terrebonne Parish, LA",2015,"52,800     ","49,667     ","3,133     ",5.9     
"Union Parish, LA",2015,"9,317     ","8,655     ",662     ,7.1     
"Vermilion Parish, LA",2015,"25,733     ","23,959     ","1,774     ",6.9     
"Vernon Parish, LA",2015,"17,359     ","16,019     ","1,340     ",7.7     
"Washington Parish, LA",2015,"16,974     ","15,687     ","1,287     ",7.6     
"Webster Parish, LA",2015,"15,517     ","14,157     ","1,360     ",8.8     
"West Baton Rouge Parish, LA",2015,"13,206     ","12,472     ",734     ,5.6     
"West Carroll Parish, LA",2015,"4,104     ","3,556     ",548     ,13.4     
"West Feliciana Parish, LA",2015,"5,384     ","5,102     ",282     ,5.2     
"Winn Parish, LA",2015,"5,317     ","4,870     ",447     ,8.4     
"Androscoggin County, ME",2015,"55,166     ","52,859     ","2,307     ",4.2     
"Aroostook County, ME",2015,"31,915     ","30,022     ","1,893     ",5.9     
"Cumberland County, ME",2015,"158,956     ","153,481     ","5,475     ",3.4     
"Franklin County, ME",2015,"14,629     ","13,932     ",697     ,4.8     
"Hancock County, ME",2015,"29,250     ","27,616     ","1,634     ",5.6     
"Kennebec County, ME",2015,"62,035     ","59,397     ","2,638     ",4.3     
"Knox County, ME",2015,"20,607     ","19,760     ",847     ,4.1     
"Lincoln County, ME",2015,"16,835     ","16,086     ",749     ,4.4     
"Oxford County, ME",2015,"26,707     ","25,250     ","1,457     ",5.5     
"Penobscot County, ME",2015,"77,374     ","73,700     ","3,674     ",4.7     
"Piscataquis County, ME",2015,"7,501     ","7,087     ",414     ,5.5     
"Sagadahoc County, ME",2015,"19,058     ","18,386     ",672     ,3.5     
"Somerset County, ME",2015,"23,789     ","22,227     ","1,562     ",6.6     
"Waldo County, ME",2015,"20,752     ","19,669     ","1,083     ",5.2     
"Washington County, ME",2015,"14,085     ","13,184     ",901     ,6.4     
"York County, ME",2015,"109,193     ","104,891     ","4,302     ",3.9     
"Allegany County, MD",2015,"32,260     ","30,051     ","2,209     ",6.8     
"Anne Arundel County, MD",2015,"300,799     ","287,823     ","12,976     ",4.3     
"Baltimore County, MD",2015,"444,707     ","421,631     ","23,076     ",5.2     
"Calvert County, MD",2015,"46,993     ","44,875     ","2,118     ",4.5     
"Caroline County, MD",2015,"17,460     ","16,525     ",935     ,5.4     
"Carroll County, MD",2015,"93,014     ","89,165     ","3,849     ",4.1     
"Cecil County, MD",2015,"52,545     ","49,457     ","3,088     ",5.9     
"Charles County, MD",2015,"80,471     ","76,540     ","3,931     ",4.9     
"Dorchester County, MD",2015,"15,790     ","14,680     ","1,110     ",7.0     
"Frederick County, MD",2015,"128,473     ","122,837     ","5,636     ",4.4     
"Garrett County, MD",2015,"15,627     ","14,660     ",967     ,6.2     
"Harford County, MD",2015,"135,807     ","129,254     ","6,553     ",4.8     
"Howard County, MD",2015,"176,684     ","170,079     ","6,605     ",3.7     
"Kent County, MD",2015,"10,568     ","10,015     ",553     ,5.2     
"Montgomery County, MD",2015,"547,229     ","526,310     ","20,919     ",3.8     
"Prince George's County, MD",2015,"486,318     ","461,301     ","25,017     ",5.1     
"Queen Anne's County, MD",2015,"26,612     ","25,434     ","1,178     ",4.4     
"St. Mary's County, MD",2015,"54,562     ","51,964     ","2,598     ",4.8     
"Somerset County, MD",2015,"9,215     ","8,470     ",745     ,8.1     
"Talbot County, MD",2015,"19,259     ","18,331     ",928     ,4.8     
"Washington County, MD",2015,"76,634     ","72,415     ","4,219     ",5.5     
"Wicomico County, MD",2015,"50,182     ","46,839     ","3,343     ",6.7     
"Worcester County, MD",2015,"25,423     ","22,784     ","2,639     ",10.4     
"Baltimore city, MD",2015,"293,358     ","271,643     ","21,715     ",7.4     
"Barnstable County, MA",2015,"111,635     ","104,824     ","6,811     ",6.1     
"Berkshire County, MA",2015,"65,127     ","61,612     ","3,515     ",5.4     
"Bristol County, MA",2015,"289,804     ","272,081     ","17,723     ",6.1     
"Dukes County, MA",2015,"9,463     ","8,845     ",618     ,6.5     
"Essex County, MA",2015,"407,766     ","387,425     ","20,341     ",5.0     
"Franklin County, MA",2015,"39,445     ","37,717     ","1,728     ",4.4     
"Hampden County, MA",2015,"222,712     ","208,496     ","14,216     ",6.4     
"Hampshire County, MA",2015,"87,376     ","83,446     ","3,930     ",4.5     
