County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate,,,,,
"Randall County, TX",2012,"67,968     ","64,982     ","2,986     ",4.4     ,,,,,
"Reagan County, TX",2012,"2,073     ","2,003     ",70     ,3.4     ,,,,,
"Real County, TX",2012,"1,064     ",965     ,99     ,9.3     ,,,,,
"Red River County, TX",2012,"5,248     ","4,690     ",558     ,10.6     ,,,,,
"Reeves County, TX",2012,"5,330     ","4,974     ",356     ,6.7     ,,,,,
"Refugio County, TX",2012,"3,501     ","3,291     ",210     ,6.0     ,,,,,
"Roberts County, TX",2012,470     ,447     ,23     ,4.9     ,,,,,
"Robertson County, TX",2012,"7,272     ","6,691     ",581     ,8.0     ,,,,,
"Rockwall County, TX",2012,"41,096     ","38,572     ","2,524     ",6.1     ,,,,,
"Runnels County, TX",2012,"5,048     ","4,771     ",277     ,5.5     ,,,,,
"Rusk County, TX",2012,"24,532     ","23,000     ","1,532     ",6.2     ,,,,,
"Sabine County, TX",2012,"3,378     ","2,890     ",488     ,14.4     ,,,,,
"San Augustine County, TX",2012,"3,017     ","2,654     ",363     ,12.0     ,,,,,
"San Jacinto County, TX",2012,"11,444     ","10,508     ",936     ,8.2     ,,,,,
"San Patricio County, TX",2012,"30,362     ","28,073     ","2,289     ",7.5     ,,,,,
"San Saba County, TX",2012,"2,290     ","2,148     ",142     ,6.2     ,,,,,
"Schleicher County, TX",2012,"1,777     ","1,706     ",71     ,4.0     ,,,,,
"Scurry County, TX",2012,"8,100     ","7,740     ",360     ,4.4     ,,,,,
"Shackelford County, TX",2012,"2,208     ","2,131     ",77     ,3.5     ,,,,,
"Shelby County, TX",2012,"12,097     ","11,224     ",873     ,7.2     ,,,,,
"Sherman County, TX",2012,"1,500     ","1,438     ",62     ,4.1     ,,,,,
"Smith County, TX",2012,"101,520     ","94,425     ","7,095     ",7.0     ,,,,,
"Somervell County, TX",2012,"4,134     ","3,862     ",272     ,6.6     ,,,,,
"Starr County, TX",2012,"25,957     ","22,207     ","3,750     ",14.4     ,,,,,
"Stephens County, TX",2012,"4,373     ","4,116     ",257     ,5.9     ,,,,,
"Sterling County, TX",2012,718     ,693     ,25     ,3.5     ,,,,,
"Stonewall County, TX",2012,746     ,714     ,32     ,4.3     ,,,,,
"Sutton County, TX",2012,"2,010     ","1,913     ",97     ,4.8     ,,,,,
"Swisher County, TX",2012,"3,043     ","2,863     ",180     ,5.9     ,,,,,
"Tarrant County, TX",2012,"963,879     ","901,503     ","62,376     ",6.5     ,,,,,
"Taylor County, TX",2012,"64,331     ","60,712     ","3,619     ",5.6     ,,,,,
"Terrell County, TX",2012,547     ,522     ,25     ,4.6     ,,,,,
"Terry County, TX",2012,"5,651     ","5,284     ",367     ,6.5     ,,,,,
"Throckmorton County, TX",2012,829     ,785     ,44     ,5.3     ,,,,,
"Titus County, TX",2012,"13,236     ","12,248     ",988     ,7.5     ,,,,,
"Tom Green County, TX",2012,"53,663     ","50,819     ","2,844     ",5.3     ,,,,,
"Travis County, TX",2012,"610,842     ","577,445     ","33,397     ",5.5     ,,,,,
"Trinity County, TX",2012,"5,562     ","5,108     ",454     ,8.2     ,,,,,
"Tyler County, TX",2012,"7,560     ","6,757     ",803     ,10.6     ,,,,,
"Upshur County, TX",2012,"18,681     ","17,430     ","1,251     ",6.7     ,,,,,
"Upton County, TX",2012,"1,588     ","1,524     ",64     ,4.0     ,,,,,
"Uvalde County, TX",2012,"11,924     ","10,982     ",942     ,7.9     ,,,,,
"Val Verde County, TX",2012,"19,965     ","18,452     ","1,513     ",7.6     ,,,,,
"Van Zandt County, TX",2012,"23,562     ","21,938     ","1,624     ",6.9     ,,,,,
"Victoria County, TX",2012,"45,145     ","42,637     ","2,508     ",5.6     ,,,,,
"Walker County, TX",2012,"23,098     ","21,501     ","1,597     ",6.9     ,,,,,
"Waller County, TX",2012,"20,450     ","19,026     ","1,424     ",7.0     ,,,,,
"Ward County, TX",2012,"5,343     ","5,087     ",256     ,4.8     ,,,,,
"Washington County, TX",2012,"15,608     ","14,736     ",872     ,5.6     ,,,,,
"Webb County, TX",2012,"108,879     ","101,867     ","7,012     ",6.4     ,,,,,
"Wharton County, TX",2012,"21,384     ","19,946     ","1,438     ",6.7     ,,,,,
"Wheeler County, TX",2012,"2,888     ","2,763     ",125     ,4.3     ,,,,,
"Wichita County, TX",2012,"58,331     ","54,805     ","3,526     ",6.0     ,,,,,
"Wilbarger County, TX",2012,"5,910     ","5,556     ",354     ,6.0     ,,,,,
"Willacy County, TX",2012,"7,404     ","6,241     ","1,163     ",15.7     ,,,,,
"Williamson County, TX",2012,"236,866     ","223,136     ","13,730     ",5.8     ,,,,,
"Wilson County, TX",2012,"21,681     ","20,487     ","1,194     ",5.5     ,,,,,
"Winkler County, TX",2012,"3,179     ","3,000     ",179     ,5.6     ,,,,,
"Wise County, TX",2012,"28,186     ","26,379     ","1,807     ",6.4     ,,,,,
"Wood County, TX",2012,"16,693     ","15,389     ","1,304     ",7.8     ,,,,,
"Yoakum County, TX",2012,"4,326     ","4,153     ",173     ,4.0     ,,,,,
"Young County, TX",2012,"8,550     ","8,065     ",485     ,5.7     ,,,,,
"Zapata County, TX",2012,"6,802     ","6,374     ",428     ,6.3     ,,,,,
"Zavala County, TX",2012,"4,378     ","3,790     ",588     ,13.4     ,,,,,
"Beaver County, UT",2012,"2,847     ","2,694     ",153     ,5.4     ,,,,,
"Box Elder County, UT",2012,"22,526     ","21,382     ","1,144     ",5.1     ,,,,,
"Cache County, UT",2012,"56,022     ","53,809     ","2,213     ",4.0     ,,,,,
"Carbon County, UT",2012,"9,079     ","8,512     ",567     ,6.2     ,,,,,
"Daggett County, UT",2012,428     ,409     ,19     ,4.4     ,,,,,
"Davis County, UT",2012,"146,077     ","139,776     ","6,301     ",4.3     ,,,,,
"Duchesne County, UT",2012,"8,994     ","8,622     ",372     ,4.1     ,,,,,
"Emery County, UT",2012,"4,651     ","4,356     ",295     ,6.3     ,,,,,
"Garfield County, UT",2012,"2,792     ","2,557     ",235     ,8.4     ,,,,,
"Grand County, UT",2012,"5,293     ","4,898     ",395     ,7.5     ,,,,,
"Iron County, UT",2012,"19,089     ","17,936     ","1,153     ",6.0     ,,,,,
"Juab County, UT",2012,"4,537     ","4,293     ",244     ,5.4     ,,,,,
"Kane County, UT",2012,"3,395     ","3,196     ",199     ,5.9     ,,,,,
"Millard County, UT",2012,"5,837     ","5,596     ",241     ,4.1     ,,,,,
"Morgan County, UT",2012,"4,258     ","4,074     ",184     ,4.3     ,,,,,
"Piute County, UT",2012,482     ,446     ,36     ,7.5     ,,,,,
"Rich County, UT",2012,929     ,885     ,44     ,4.7     ,,,,,
"Salt Lake County, UT",2012,"546,710     ","521,300     ","25,410     ",4.6     ,,,,,
"San Juan County, UT",2012,"5,570     ","5,134     ",436     ,7.8     ,,,,,
"Sanpete County, UT",2012,"11,038     ","10,413     ",625     ,5.7     ,,,,,
"Sevier County, UT",2012,"9,243     ","8,744     ",499     ,5.4     ,,,,,
"Summit County, UT",2012,"21,156     ","20,233     ",923     ,4.4     ,,,,,
"Tooele County, UT",2012,"27,233     ","25,793     ","1,440     ",5.3     ,,,,,
"Uintah County, UT",2012,"15,715     ","15,099     ",616     ,3.9     ,,,,,
"Utah County, UT",2012,"234,640     ","224,333     ","10,307     ",4.4     ,,,,,
"Wasatch County, UT",2012,"11,438     ","10,858     ",580     ,5.1     ,,,,,
"Washington County, UT",2012,"56,098     ","52,679     ","3,419     ",6.1     ,,,,,
"Wayne County, UT",2012,"1,321     ","1,195     ",126     ,9.5     ,,,,,
"Weber County, UT",2012,"111,161     ","104,929     ","6,232     ",5.6     ,,,,,
"Addison County, VT",2012,"20,815     ","19,903     ",912     ,4.4     ,,,,,
"Bennington County, VT",2012,"19,608     ","18,484     ","1,124     ",5.7     ,,,,,
"Caledonia County, VT",2012,"16,087     ","15,113     ",974     ,6.1     ,,,,,
"Chittenden County, VT",2012,"95,623     ","92,113     ","3,510     ",3.7     ,,,,,
"Essex County, VT",2012,"2,923     ","2,694     ",229     ,7.8     ,,,,,
"Franklin County, VT",2012,"27,787     ","26,578     ","1,209     ",4.4     ,,,,,
"Grand Isle County, VT",2012,"4,121     ","3,904     ",217     ,5.3     ,,,,,
"Lamoille County, VT",2012,"13,997     ","13,132     ",865     ,6.2     ,,,,,
"Orange County, VT",2012,"16,409     ","15,658     ",751     ,4.6     ,,,,,
"Orleans County, VT",2012,"14,071     ","13,013     ","1,058     ",7.5     ,,,,,
"Rutland County, VT",2012,"32,706     ","30,720     ","1,986     ",6.1     ,,,,,
"Washington County, VT",2012,"34,544     ","32,961     ","1,583     ",4.6     ,,,,,
"Windham County, VT",2012,"24,604     ","23,366     ","1,238     ",5.0     ,,,,,
"Windsor County, VT",2012,"30,650     ","29,261     ","1,389     ",4.5     ,,,,,
"Accomack County, VA",2012,"16,388     ","15,123     ","1,265     ",7.7     ,,,,,
"Albemarle County, VA",2012,"52,571     ","49,877     ","2,694     ",5.1     ,,,,,
"Alleghany County, VA",2012,"7,788     ","7,248     ",540     ,6.9     ,,,,,
"Amelia County, VA",2012,"6,208     ","5,811     ",397     ,6.4     ,,,,,
"Amherst County, VA",2012,"16,043     ","14,990     ","1,053     ",6.6     ,,,,,
"Appomattox County, VA",2012,"7,211     ","6,684     ",527     ,7.3     ,,,,,
"Arlington County, VA",2012,"143,875     ","138,982     ","4,893     ",3.4     ,,,,,
"Augusta County, VA",2012,"36,990     ","34,890     ","2,100     ",5.7     ,,,,,
"Bath County, VA",2012,"2,582     ","2,435     ",147     ,5.7     ,,,,,
"Bedford County, VA",2012,"38,267     ","36,030     ","2,237     ",5.8     ,,,,,
"Bland County, VA",2012,"2,871     ","2,673     ",198     ,6.9     ,,,,,
"Botetourt County, VA",2012,"17,702     ","16,752     ",950     ,5.4     ,,,,,
"Brunswick County, VA",2012,"6,717     ","6,051     ",666     ,9.9     ,,,,,
"Buchanan County, VA",2012,"8,569     ","7,805     ",764     ,8.9     ,,,,,
"Buckingham County, VA",2012,"6,460     ","5,920     ",540     ,8.4     ,,,,,
"Campbell County, VA",2012,"27,044     ","25,331     ","1,713     ",6.3     ,,,,,
"Caroline County, VA",2012,"14,477     ","13,370     ","1,107     ",7.6     ,,,,,
"Carroll County, VA",2012,"13,467     ","12,341     ","1,126     ",8.4     ,,,,,
"Charles City County, VA",2012,"3,847     ","3,551     ",296     ,7.7     ,,,,,
"Charlotte County, VA",2012,"5,354     ","4,897     ",457     ,8.5     ,,,,,
"Chesterfield County, VA",2012,"172,730     ","162,399     ","10,331     ",6.0     ,,,,,
"Clarke County, VA",2012,"7,728     ","7,331     ",397     ,5.1     ,,,,,
"Craig County, VA",2012,"2,461     ","2,292     ",169     ,6.9     ,,,,,
"Culpeper County, VA",2012,"23,329     ","22,029     ","1,300     ",5.6     ,,,,,
"Cumberland County, VA",2012,"4,520     ","4,204     ",316     ,7.0     ,,,,,
"Dickenson County, VA",2012,"5,204     ","4,660     ",544     ,10.5     ,,,,,
"Dinwiddie County, VA",2012,"13,612     ","12,600     ","1,012     ",7.4     ,,,,,
"Essex County, VA",2012,"5,733     ","5,320     ",413     ,7.2     ,,,,,
"Fairfax County, VA",2012,"623,114     ","595,562     ","27,552     ",4.4     ,,,,,
"Fauquier County, VA",2012,"35,975     ","34,162     ","1,813     ",5.0     ,,,,,
"Floyd County, VA",2012,"8,366     ","7,901     ",465     ,5.6     ,,,,,
"Fluvanna County, VA",2012,"13,160     ","12,483     ",677     ,5.1     ,,,,,
"Franklin County, VA",2012,"27,384     ","25,618     ","1,766     ",6.4     ,,,,,
"Frederick County, VA",2012,"43,416     ","40,959     ","2,457     ",5.7     ,,,,,
"Giles County, VA",2012,"8,227     ","7,641     ",586     ,7.1     ,,,,,
"Gloucester County, VA",2012,"19,348     ","18,278     ","1,070     ",5.5     ,,,,,
"Goochland County, VA",2012,"10,267     ","9,705     ",562     ,5.5     ,,,,,
"Grayson County, VA",2012,"6,984     ","6,329     ",655     ,9.4     ,,,,,
"Greene County, VA",2012,"9,786     ","9,254     ",532     ,5.4     ,,,,,
"Greensville County, VA",2012,"4,459     ","4,082     ",377     ,8.5     ,,,,,
"Halifax County, VA",2012,"16,016     ","14,525     ","1,491     ",9.3     ,,,,,
"Hanover County, VA",2012,"55,076     ","52,100     ","2,976     ",5.4     ,,,,,
"Henrico County, VA",2012,"172,338     ","162,124     ","10,214     ",5.9     ,,,,,
"Henry County, VA",2012,"22,698     ","20,347     ","2,351     ",10.4     ,,,,,
"Highland County, VA",2012,"1,460     ","1,390     ",70     ,4.8     ,,,,,
"Isle of Wight County, VA",2012,"18,738     ","17,575     ","1,163     ",6.2     ,,,,,
"James City County, VA",2012,"32,942     ","31,095     ","1,847     ",5.6     ,,,,,
"King and Queen County, VA",2012,"3,668     ","3,430     ",238     ,6.5     ,,,,,
"King George County, VA",2012,"11,715     ","10,971     ",744     ,6.4     ,,,,,
"King William County, VA",2012,"8,673     ","8,135     ",538     ,6.2     ,,,,,
"Lancaster County, VA",2012,"5,512     ","5,081     ",431     ,7.8     ,,,,,
"Lee County, VA",2012,"9,774     ","8,983     ",791     ,8.1     ,,,,,
"Loudoun County, VA",2012,"185,858     ","177,761     ","8,097     ",4.4     ,,,,,
"Louisa County, VA",2012,"17,936     ","16,842     ","1,094     ",6.1     ,,,,,
"Lunenburg County, VA",2012,"5,375     ","4,977     ",398     ,7.4     ,,,,,
"Madison County, VA",2012,"7,252     ","6,911     ",341     ,4.7     ,,,,,
"Mathews County, VA",2012,"4,170     ","3,937     ",233     ,5.6     ,,,,,
"Mecklenburg County, VA",2012,"13,508     ","12,260     ","1,248     ",9.2     ,,,,,
"Middlesex County, VA",2012,"5,128     ","4,823     ",305     ,5.9     ,,,,,
"Montgomery County, VA",2012,"49,090     ","46,231     ","2,859     ",5.8     ,,,,,
"Nelson County, VA",2012,"7,453     ","7,028     ",425     ,5.7     ,,,,,
"New Kent County, VA",2012,"10,600     ","10,021     ",579     ,5.5     ,,,,,
"Northampton County, VA",2012,"6,184     ","5,623     ",561     ,9.1     ,,,,,
"Northumberland County, VA",2012,"5,882     ","5,411     ",471     ,8.0     ,,,,,
"Nottoway County, VA",2012,"6,869     ","6,440     ",429     ,6.2     ,,,,,
"Orange County, VA",2012,"15,852     ","14,814     ","1,038     ",6.5     ,,,,,
"Page County, VA",2012,"12,172     ","10,955     ","1,217     ",10.0     ,,,,,
"Patrick County, VA",2012,"7,968     ","7,255     ",713     ,8.9     ,,,,,
"Pittsylvania County, VA",2012,"30,684     ","28,344     ","2,340     ",7.6     ,,,,,
"Powhatan County, VA",2012,"13,540     ","12,791     ",749     ,5.5     ,,,,,
"Prince Edward County, VA",2012,"10,263     ","9,408     ",855     ,8.3     ,,,,,
"Prince George County, VA",2012,"14,638     ","13,574     ","1,064     ",7.3     ,,,,,
"Prince William County, VA",2012,"228,525     ","216,702     ","11,823     ",5.2     ,,,,,
"Pulaski County, VA",2012,"16,857     ","15,628     ","1,229     ",7.3     ,,,,,
"Rappahannock County, VA",2012,"3,958     ","3,748     ",210     ,5.3     ,,,,,
"Richmond County, VA",2012,"3,920     ","3,674     ",246     ,6.3     ,,,,,
"Roanoke County, VA",2012,"49,504     ","46,965     ","2,539     ",5.1     ,,,,,
"Rockbridge County, VA",2012,"10,752     ","10,110     ",642     ,6.0     ,,,,,
"Rockingham County, VA",2012,"40,816     ","38,549     ","2,267     ",5.6     ,,,,,
"Russell County, VA",2012,"11,758     ","10,760     ",998     ,8.5     ,,,,,
"Scott County, VA",2012,"10,069     ","9,324     ",745     ,7.4     ,,,,,
"Shenandoah County, VA",2012,"20,800     ","19,504     ","1,296     ",6.2     ,,,,,
"Smyth County, VA",2012,"13,486     ","12,218     ","1,268     ",9.4     ,,,,,
"Southampton County, VA",2012,"9,479     ","8,896     ",583     ,6.2     ,,,,,
"Spotsylvania County, VA",2012,"64,049     ","60,219     ","3,830     ",6.0     ,,,,,
"Stafford County, VA",2012,"65,422     ","61,712     ","3,710     ",5.7     ,,,,,
"Surry County, VA",2012,"3,682     ","3,401     ",281     ,7.6     ,,,,,
"Sussex County, VA",2012,"4,270     ","3,860     ",410     ,9.6     ,,,,,
"Tazewell County, VA",2012,"17,940     ","16,485     ","1,455     ",8.1     ,,,,,
"Warren County, VA",2012,"20,028     ","18,712     ","1,316     ",6.6     ,,,,,
"Washington County, VA",2012,"27,726     ","25,896     ","1,830     ",6.6     ,,,,,
"Westmoreland County, VA",2012,"9,136     ","8,485     ",651     ,7.1     ,,,,,
"Wise County, VA",2012,"15,979     ","14,580     ","1,399     ",8.8     ,,,,,
"Wythe County, VA",2012,"14,096     ","13,028     ","1,068     ",7.6     ,,,,,
"York County, VA",2012,"31,672     ","29,876     ","1,796     ",5.7     ,,,,,
"Alexandria city, VA",2012,"93,156     ","89,424     ","3,732     ",4.0     ,,,,,
"Bristol city, VA",2012,"7,988     ","7,417     ",571     ,7.1     ,,,,,
"Buena Vista city, VA",2012,"3,255     ","3,004     ",251     ,7.7     ,,,,,
"Charlottesville city, VA",2012,"23,400     ","22,225     ","1,175     ",5.0     ,,,,,
"Chesapeake city, VA",2012,"115,007     ","107,776     ","7,231     ",6.3     ,,,,,
"Colonial Heights city, VA",2012,"8,602     ","8,016     ",586     ,6.8     ,,,,,
"Covington city, VA",2012,"2,639     ","2,407     ",232     ,8.8     ,,,,,
"Danville city, VA",2012,"19,924     ","17,902     ","2,022     ",10.1     ,,,,,
"Emporia city, VA",2012,"2,464     ","2,209     ",255     ,10.3     ,,,,,
"Fairfax city, VA",2012,"12,918     ","12,373     ",545     ,4.2     ,,,,,
"Falls Church city, VA",2012,"7,719     ","7,417     ",302     ,3.9     ,,,,,
"Franklin city, VA",2012,"3,721     ","3,356     ",365     ,9.8     ,,,,,
"Fredericksburg city, VA",2012,"13,577     ","12,638     ",939     ,6.9     ,,,,,
"Galax city, VA",2012,"3,051     ","2,786     ",265     ,8.7     ,,,,,
"Hampton city, VA",2012,"65,857     ","60,530     ","5,327     ",8.1     ,,,,,
"Harrisonburg city, VA",2012,"24,084     ","22,345     ","1,739     ",7.2     ,,,,,
"Hopewell city, VA",2012,"9,719     ","8,760     ",959     ,9.9     ,,,,,
"Lexington city, VA",2012,"2,279     ","2,083     ",196     ,8.6     ,,,,,
"Lynchburg city, VA",2012,"35,536     ","32,933     ","2,603     ",7.3     ,,,,,
"Manassas city, VA",2012,"21,898     ","20,695     ","1,203     ",5.5     ,,,,,
"Manassas Park city, VA",2012,"8,743     ","8,290     ",453     ,5.2     ,,,,,
"Martinsville city, VA",2012,"5,729     ","5,009     ",720     ,12.6     ,,,,,
"Newport News city, VA",2012,"89,872     ","83,269     ","6,603     ",7.3     ,,,,,
"Norfolk city, VA",2012,"112,642     ","104,230     ","8,412     ",7.5     ,,,,,
"Norton city, VA",2012,"1,990     ","1,841     ",149     ,7.5     ,,,,,
"Petersburg city, VA",2012,"13,585     ","11,992     ","1,593     ",11.7     ,,,,,
"Poquoson city, VA",2012,"6,353     ","6,016     ",337     ,5.3     ,,,,,
"Portsmouth city, VA",2012,"45,630     ","41,689     ","3,941     ",8.6     ,,,,,
"Radford city, VA",2012,"8,092     ","7,463     ",629     ,7.8     ,,,,,
"Richmond city, VA",2012,"109,135     ","101,114     ","8,021     ",7.3     ,,,,,
"Roanoke city, VA",2012,"49,563     ","46,064     ","3,499     ",7.1     ,,,,,
"Salem city, VA",2012,"12,896     ","12,145     ",751     ,5.8     ,,,,,
"Staunton city, VA",2012,"11,807     ","11,064     ",743     ,6.3     ,,,,,
"Suffolk city, VA",2012,"41,732     ","38,861     ","2,871     ",6.9     ,,,,,
"Virginia Beach city, VA",2012,"228,708     ","215,847     ","12,861     ",5.6     ,,,,,
"Waynesboro city, VA",2012,"10,024     ","9,333     ",691     ,6.9     ,,,,,
"Williamsburg city, VA",2012,"6,832     ","6,273     ",559     ,8.2     ,,,,,
"Winchester city, VA",2012,"14,223     ","13,292     ",931     ,6.5     ,,,,,
"Adams County, WA",2012,"8,195     ","7,512     ",683     ,8.3     ,,,,,
"Asotin County, WA",2012,"9,733     ","9,038     ",695     ,7.1     ,,,,,
"Benton County, WA",2012,"91,611     ","83,800     ","7,811     ",8.5     ,,,,,
"Chelan County, WA",2012,"41,248     ","38,238     ","3,010     ",7.3     ,,,,,
"Clallam County, WA",2012,"27,997     ","25,310     ","2,687     ",9.6     ,,,,,
"Clark County, WA",2012,"208,427     ","190,460     ","17,967     ",8.6     ,,,,,
"Columbia County, WA",2012,"1,813     ","1,676     ",137     ,7.6     ,,,,,
"Cowlitz County, WA",2012,"44,297     ","39,950     ","4,347     ",9.8     ,,,,,
"Douglas County, WA",2012,"19,181     ","17,583     ","1,598     ",8.3     ,,,,,
"Ferry County, WA",2012,"2,418     ","2,069     ",349     ,14.4     ,,,,,
"Franklin County, WA",2012,"38,976     ","35,508     ","3,468     ",8.9     ,,,,,
"Garfield County, WA",2012,"1,017     ",946     ,71     ,7.0     ,,,,,
"Grant County, WA",2012,"43,708     ","39,903     ","3,805     ",8.7     ,,,,,
"Grays Harbor County, WA",2012,"28,650     ","25,229     ","3,421     ",11.9     ,,,,,
"Island County, WA",2012,"32,416     ","29,998     ","2,418     ",7.5     ,,,,,
"Jefferson County, WA",2012,"11,867     ","10,783     ","1,084     ",9.1     ,,,,,
"King County, WA",2012,"1,127,689     ","1,056,990     ","70,699     ",6.3     ,,,,,
"Kitsap County, WA",2012,"115,743     ","107,371     ","8,372     ",7.2     ,,,,,
"Kittitas County, WA",2012,"20,499     ","18,848     ","1,651     ",8.1     ,,,,,
"Klickitat County, WA",2012,"9,884     ","8,957     ",927     ,9.4     ,,,,,
"Lewis County, WA",2012,"32,009     ","28,485     ","3,524     ",11.0     ,,,,,
"Lincoln County, WA",2012,"5,229     ","4,882     ",347     ,6.6     ,,,,,
"Mason County, WA",2012,"23,413     ","21,067     ","2,346     ",10.0     ,,,,,
"Okanogan County, WA",2012,"21,045     ","19,218     ","1,827     ",8.7     ,,,,,
"Pacific County, WA",2012,"8,136     ","7,235     ",901     ,11.1     ,,,,,
"Pend Oreille County, WA",2012,"4,776     ","4,216     ",560     ,11.7     ,,,,,
"Pierce County, WA",2012,"385,098     ","352,308     ","32,790     ",8.5     ,,,,,
"San Juan County, WA",2012,"8,089     ","7,614     ",475     ,5.9     ,,,,,
"Skagit County, WA",2012,"56,829     ","51,805     ","5,024     ",8.8     ,,,,,
"Skamania County, WA",2012,"5,005     ","4,520     ",485     ,9.7     ,,,,,
"Snohomish County, WA",2012,"387,127     ","358,508     ","28,619     ",7.4     ,,,,,
"Spokane County, WA",2012,"229,378     ","210,343     ","19,035     ",8.3     ,,,,,
"Stevens County, WA",2012,"18,099     ","16,143     ","1,956     ",10.8     ,,,,,
"Thurston County, WA",2012,"122,762     ","113,263     ","9,499     ",7.7     ,,,,,
"Wahkiakum County, WA",2012,"1,366     ","1,206     ",160     ,11.7     ,,,,,
"Walla Walla County, WA",2012,"29,483     ","27,472     ","2,011     ",6.8     ,,,,,
"Whatcom County, WA",2012,"102,772     ","95,113     ","7,659     ",7.5     ,,,,,
"Whitman County, WA",2012,"22,372     ","21,024     ","1,348     ",6.0     ,,,,,
"Yakima County, WA",2012,"120,381     ","108,705     ","11,676     ",9.7     ,,,,,
"Barbour County, WV",2012,"6,727     ","6,186     ",541     ,8.0     ,,,,,
"Berkeley County, WV",2012,"52,283     ","48,918     ","3,365     ",6.4     ,,,,,
"Boone County, WV",2012,"8,914     ","8,018     ",896     ,10.1     ,,,,,
"Braxton County, WV",2012,"5,404     ","4,840     ",564     ,10.4     ,,,,,
"Brooke County, WV",2012,"10,646     ","9,747     ",899     ,8.4     ,,,,,
"Cabell County, WV",2012,"43,059     ","40,347     ","2,712     ",6.3     ,,,,,
"Calhoun County, WV",2012,"2,839     ","2,535     ",304     ,10.7     ,,,,,
"Clay County, WV",2012,"3,525     ","3,114     ",411     ,11.7     ,,,,,
"Doddridge County, WV",2012,"3,406     ","3,199     ",207     ,6.1     ,,,,,
"Fayette County, WV",2012,"17,570     ","16,101     ","1,469     ",8.4     ,,,,,
"Gilmer County, WV",2012,"2,771     ","2,563     ",208     ,7.5     ,,,,,
"Grant County, WV",2012,"6,169     ","5,644     ",525     ,8.5     ,,,,,
"Greenbrier County, WV",2012,"15,488     ","14,295     ","1,193     ",7.7     ,,,,,
"Hampshire County, WV",2012,"9,734     ","8,989     ",745     ,7.7     ,,,,,
"Hancock County, WV",2012,"13,743     ","12,512     ","1,231     ",9.0     ,,,,,
"Hardy County, WV",2012,"5,565     ","4,994     ",571     ,10.3     ,,,,,
