County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"Kern County, CA",2013,"392,205     ","345,564     ","46,641     ",11.9     
"Kings County, CA",2013,"58,029     ","50,148     ","7,881     ",13.6     
"Lake County, CA",2013,"29,163     ","25,944     ","3,219     ",11.0     
"Lassen County, CA",2013,"10,968     ","9,791     ","1,177     ",10.7     
"Los Angeles County, CA",2013,"4,955,806     ","4,471,400     ","484,406     ",9.8     
"Madera County, CA",2013,"62,073     ","54,168     ","7,905     ",12.7     
"Marin County, CA",2013,"137,807     ","130,592     ","7,215     ",5.2     
"Mariposa County, CA",2013,"8,201     ","7,328     ",873     ,10.6     
"Mendocino County, CA",2013,"40,690     ","37,246     ","3,444     ",8.5     
"Merced County, CA",2013,"114,311     ","97,543     ","16,768     ",14.7     
"Modoc County, CA",2013,"3,492     ","3,058     ",434     ,12.4     
"Mono County, CA",2013,"8,338     ","7,619     ",719     ,8.6     
"Monterey County, CA",2013,"215,676     ","193,153     ","22,523     ",10.4     
"Napa County, CA",2013,"72,539     ","67,444     ","5,095     ",7.0     
"Nevada County, CA",2013,"47,994     ","44,056     ","3,938     ",8.2     
"Orange County, CA",2013,"1,559,480     ","1,455,311     ","104,169     ",6.7     
"Placer County, CA",2013,"175,189     ","161,492     ","13,697     ",7.8     
"Plumas County, CA",2013,"8,232     ","7,080     ","1,152     ",14.0     
"Riverside County, CA",2013,"993,023     ","893,454     ","99,569     ",10.0     
"Sacramento County, CA",2013,"677,831     ","616,885     ","60,946     ",9.0     
"San Benito County, CA",2013,"28,811     ","25,574     ","3,237     ",11.2     
"San Bernardino County, CA",2013,"893,610     ","805,211     ","88,399     ",9.9     
"San Diego County, CA",2013,"1,537,644     ","1,415,625     ","122,019     ",7.9     
"San Francisco County/city, CA",2013,"514,231     ","485,801     ","28,430     ",5.5     
"San Joaquin County, CA",2013,"312,140     ","273,256     ","38,884     ",12.5     
"San Luis Obispo County, CA",2013,"137,727     ","128,206     ","9,521     ",6.9     
"San Mateo County, CA",2013,"416,399     ","394,209     ","22,190     ",5.3     
"Santa Barbara County, CA",2013,"216,531     ","200,720     ","15,811     ",7.3     
"Santa Clara County, CA",2013,"968,154     ","904,718     ","63,436     ",6.6     
"Santa Cruz County, CA",2013,"141,591     ","126,860     ","14,731     ",10.4     
"Shasta County, CA",2013,"75,049     ","66,069     ","8,980     ",12.0     
"Sierra County, CA",2013,"1,448     ","1,261     ",187     ,12.9     
"Siskiyou County, CA",2013,"18,239     ","15,812     ","2,427     ",13.3     
"Solano County, CA",2013,"202,338     ","183,752     ","18,586     ",9.2     
"Sonoma County, CA",2013,"249,019     ","231,095     ","17,924     ",7.2     
"Stanislaus County, CA",2013,"240,268     ","208,783     ","31,485     ",13.1     
"Sutter County, CA",2013,"44,669     ","38,061     ","6,608     ",14.8     
"Tehama County, CA",2013,"25,006     ","22,065     ","2,941     ",11.8     
"Trinity County, CA",2013,"5,175     ","4,550     ",625     ,12.1     
"Tulare County, CA",2013,"200,490     ","171,350     ","29,140     ",14.5     
"Tuolumne County, CA",2013,"21,678     ","19,314     ","2,364     ",10.9     
"Ventura County, CA",2013,"432,345     ","397,865     ","34,480     ",8.0     
"Yolo County, CA",2013,"101,475     ","92,218     ","9,257     ",9.1     
"Yuba County, CA",2013,"28,166     ","24,414     ","3,752     ",13.3     
"Adams County, CO",2013,"241,599     ","222,280     ","19,319     ",8.0     
"Alamosa County, CO",2013,"7,555     ","6,832     ",723     ,9.6     
"Arapahoe County, CO",2013,"326,164     ","304,991     ","21,173     ",6.5     
"Archuleta County, CO",2013,"5,696     ","5,204     ",492     ,8.6     
"Baca County, CO",2013,"1,895     ","1,818     ",77     ,4.1     
"Bent County, CO",2013,"1,645     ","1,520     ",125     ,7.6     
"Boulder County, CO",2013,"174,766     ","165,314     ","9,452     ",5.4     
"Broomfield County/city, CO",2013,"32,769     ","30,895     ","1,874     ",5.7     
"Chaffee County, CO",2013,"8,298     ","7,796     ",502     ,6.0     
"Cheyenne County, CO",2013,969     ,929     ,40     ,4.1     
"Clear Creek County, CO",2013,"5,440     ","5,104     ",336     ,6.2     
"Conejos County, CO",2013,"3,606     ","3,228     ",378     ,10.5     
"Costilla County, CO",2013,"1,594     ","1,418     ",176     ,11.0     
"Crowley County, CO",2013,"1,321     ","1,228     ",93     ,7.0     
"Custer County, CO",2013,"1,920     ","1,799     ",121     ,6.3     
"Delta County, CO",2013,"13,842     ","12,627     ","1,215     ",8.8     
"Denver County/city, CO",2013,"362,629     ","338,950     ","23,679     ",6.5     
"Dolores County, CO",2013,"1,014     ",931     ,83     ,8.2     
"Douglas County, CO",2013,"164,423     ","155,829     ","8,594     ",5.2     
"Eagle County, CO",2013,"31,864     ","29,970     ","1,894     ",5.9     
"Elbert County, CO",2013,"12,691     ","11,956     ",735     ,5.8     
"El Paso County, CO",2013,"306,626     ","282,804     ","23,822     ",7.8     
"Fremont County, CO",2013,"14,929     ","13,359     ","1,570     ",10.5     
"Garfield County, CO",2013,"30,923     ","28,657     ","2,266     ",7.3     
"Gilpin County, CO",2013,"3,313     ","3,118     ",195     ,5.9     
"Grand County, CO",2013,"8,768     ","8,264     ",504     ,5.7     
"Gunnison County, CO",2013,"9,633     ","9,115     ",518     ,5.4     
"Hinsdale County, CO",2013,432     ,412     ,20     ,4.6     
"Huerfano County, CO",2013,"2,536     ","2,194     ",342     ,13.5     
"Jackson County, CO",2013,792     ,755     ,37     ,4.7     
"Jefferson County, CO",2013,"305,164     ","286,333     ","18,831     ",6.2     
"Kiowa County, CO",2013,763     ,730     ,33     ,4.3     
"Kit Carson County, CO",2013,"4,082     ","3,924     ",158     ,3.9     
"Lake County, CO",2013,"4,437     ","4,123     ",314     ,7.1     
"La Plata County, CO",2013,"29,552     ","27,894     ","1,658     ",5.6     
"Larimer County, CO",2013,"174,130     ","164,174     ","9,956     ",5.7     
"Las Animas County, CO",2013,"6,727     ","5,988     ",739     ,11.0     
"Lincoln County, CO",2013,"2,105     ","1,984     ",121     ,5.7     
"Logan County, CO",2013,"10,797     ","10,253     ",544     ,5.0     
"Mesa County, CO",2013,"73,481     ","67,161     ","6,320     ",8.6     
"Mineral County, CO",2013,425     ,400     ,25     ,5.9     
"Moffat County, CO",2013,"7,532     ","7,019     ",513     ,6.8     
"Montezuma County, CO",2013,"12,705     ","11,739     ",966     ,7.6     
"Montrose County, CO",2013,"19,279     ","17,487     ","1,792     ",9.3     
"Morgan County, CO",2013,"14,655     ","13,713     ",942     ,6.4     
"Otero County, CO",2013,"8,199     ","7,405     ",794     ,9.7     
"Ouray County, CO",2013,"2,126     ","1,967     ",159     ,7.5     
"Park County, CO",2013,"9,249     ","8,698     ",551     ,6.0     
"Phillips County, CO",2013,"2,124     ","2,028     ",96     ,4.5     
"Pitkin County, CO",2013,"10,779     ","10,092     ",687     ,6.4     
"Prowers County, CO",2013,"5,856     ","5,493     ",363     ,6.2     
"Pueblo County, CO",2013,"73,270     ","66,166     ","7,104     ",9.7     
"Rio Blanco County, CO",2013,"3,071     ","2,833     ",238     ,7.7     
"Rio Grande County, CO",2013,"4,873     ","4,317     ",556     ,11.4     
"Routt County, CO",2013,"14,488     ","13,642     ",846     ,5.8     
"Saguache County, CO",2013,"2,949     ","2,622     ",327     ,11.1     
"San Juan County, CO",2013,477     ,436     ,41     ,8.6     
"San Miguel County, CO",2013,"4,776     ","4,462     ",314     ,6.6     
"Sedgwick County, CO",2013,"1,090     ","1,023     ",67     ,6.1     
"Summit County, CO",2013,"19,349     ","18,394     ",955     ,4.9     
"Teller County, CO",2013,"11,706     ","10,806     ",900     ,7.7     
"Washington County, CO",2013,"2,549     ","2,434     ",115     ,4.5     
"Weld County, CO",2013,"138,995     ","130,021     ","8,974     ",6.5     
"Yuma County, CO",2013,"4,737     ","4,515     ",222     ,4.7     
"Fairfield County, CT",2013,"468,678     ","433,968     ","34,710     ",7.4     
"Hartford County, CT",2013,"467,838     ","429,826     ","38,012     ",8.1     
"Litchfield County, CT",2013,"104,633     ","97,045     ","7,588     ",7.3     
"Middlesex County, CT",2013,"91,177     ","84,956     ","6,221     ",6.8     
"New Haven County, CT",2013,"452,119     ","412,914     ","39,205     ",8.7     
"New London County, CT",2013,"137,127     ","125,765     ","11,362     ",8.3     
"Tolland County, CT",2013,"83,554     ","77,709     ","5,845     ",7.0     
"Windham County, CT",2013,"62,250     ","56,651     ","5,599     ",9.0     
"Kent County, DE",2013,"73,955     ","68,587     ","5,368     ",7.3     
"New Castle County, DE",2013,"277,211     ","259,476     ","17,735     ",6.4     
"Sussex County, DE",2013,"92,384     ","86,152     ","6,232     ",6.7     
District of Columbia,2013,"374,199     ","342,609     ","31,590     ",8.4     
"Alachua County, FL",2013,"129,007     ","121,314     ","7,693     ",6.0     
"Baker County, FL",2013,"11,246     ","10,377     ",869     ,7.7     
"Bay County, FL",2013,"86,210     ","79,650     ","6,560     ",7.6     
"Bradford County, FL",2013,"10,951     ","10,232     ",719     ,6.6     
"Brevard County, FL",2013,"258,158     ","235,821     ","22,337     ",8.7     
"Broward County, FL",2013,"971,733     ","903,073     ","68,660     ",7.1     
"Calhoun County, FL",2013,"4,906     ","4,503     ",403     ,8.2     
"Charlotte County, FL",2013,"66,055     ","60,527     ","5,528     ",8.4     
"Citrus County, FL",2013,"49,302     ","44,323     ","4,979     ",10.1     
"Clay County, FL",2013,"96,658     ","90,255     ","6,403     ",6.6     
"Collier County, FL",2013,"155,187     ","143,731     ","11,456     ",7.4     
"Columbia County, FL",2013,"27,805     ","25,607     ","2,198     ",7.9     
"DeSoto County, FL",2013,"13,106     ","11,984     ","1,122     ",8.6     
"Dixie County, FL",2013,"5,834     ","5,316     ",518     ,8.9     
"Duval County, FL",2013,"456,507     ","420,747     ","35,760     ",7.8     
"Escambia County, FL",2013,"138,641     ","128,161     ","10,480     ",7.6     
"Flagler County, FL",2013,"43,931     ","40,101     ","3,830     ",8.7     
"Franklin County, FL",2013,"4,975     ","4,688     ",287     ,5.8     
"Gadsden County, FL",2013,"18,835     ","17,037     ","1,798     ",9.5     
"Gilchrist County, FL",2013,"6,608     ","6,066     ",542     ,8.2     
"Glades County, FL",2013,"5,455     ","5,032     ",423     ,7.8     
"Gulf County, FL",2013,"6,145     ","5,712     ",433     ,7.0     
"Hamilton County, FL",2013,"4,625     ","4,211     ",414     ,9.0     
"Hardee County, FL",2013,"11,028     ","10,080     ",948     ,8.6     
"Hendry County, FL",2013,"16,644     ","14,574     ","2,070     ",12.4     
"Hernando County, FL",2013,"66,220     ","60,023     ","6,197     ",9.4     
"Highlands County, FL",2013,"36,075     ","32,494     ","3,581     ",9.9     
"Hillsborough County, FL",2013,"671,504     ","625,343     ","46,161     ",6.9     
"Holmes County, FL",2013,"6,996     ","6,422     ",574     ,8.2     
"Indian River County, FL",2013,"61,401     ","55,238     ","6,163     ",10.0     
"Jackson County, FL",2013,"17,735     ","16,340     ","1,395     ",7.9     
"Jefferson County, FL",2013,"5,456     ","5,015     ",441     ,8.1     
"Lafayette County, FL",2013,"3,489     ","3,300     ",189     ,5.4     
"Lake County, FL",2013,"135,123     ","124,697     ","10,426     ",7.7     
"Lee County, FL",2013,"298,348     ","275,689     ","22,659     ",7.6     
"Leon County, FL",2013,"147,808     ","138,410     ","9,398     ",6.4     
"Levy County, FL",2013,"16,299     ","14,911     ","1,388     ",8.5     
"Liberty County, FL",2013,"2,838     ","2,638     ",200     ,7.0     
"Madison County, FL",2013,"7,893     ","7,252     ",641     ,8.1     
"Manatee County, FL",2013,"154,900     ","144,059     ","10,841     ",7.0     
"Marion County, FL",2013,"130,783     ","119,141     ","11,642     ",8.9     
"Martin County, FL",2013,"67,316     ","62,256     ","5,060     ",7.5     
"Miami-Dade County, FL",2013,"1,272,817     ","1,176,128     ","96,689     ",7.6     
"Monroe County, FL",2013,"44,153     ","41,922     ","2,231     ",5.1     
"Nassau County, FL",2013,"36,074     ","33,542     ","2,532     ",7.0     
"Okaloosa County, FL",2013,"91,866     ","86,383     ","5,483     ",6.0     
"Okeechobee County, FL",2013,"18,066     ","16,421     ","1,645     ",9.1     
"Orange County, FL",2013,"661,332     ","614,487     ","46,845     ",7.1     
"Osceola County, FL",2013,"147,566     ","135,390     ","12,176     ",8.3     
"Palm Beach County, FL",2013,"670,585     ","620,621     ","49,964     ",7.5     
"Pasco County, FL",2013,"209,918     ","193,095     ","16,823     ",8.0     
"Pinellas County, FL",2013,"468,883     ","436,393     ","32,490     ",6.9     
"Polk County, FL",2013,"278,126     ","254,278     ","23,848     ",8.6     
"Putnam County, FL",2013,"28,179     ","25,124     ","3,055     ",10.8     
"St. Johns County, FL",2013,"107,005     ","100,940     ","6,065     ",5.7     
"St. Lucie County, FL",2013,"129,041     ","115,651     ","13,390     ",10.4     
"Santa Rosa County, FL",2013,"72,833     ","67,968     ","4,865     ",6.7     
"Sarasota County, FL",2013,"170,288     ","157,879     ","12,409     ",7.3     
"Seminole County, FL",2013,"232,309     ","216,145     ","16,164     ",7.0     
"Sumter County, FL",2013,"27,530     ","24,872     ","2,658     ",9.7     
