County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"Monona County, IA",2013,"4,630     ","4,365     ",265     ,5.7     
"Monroe County, IA",2013,"4,032     ","3,801     ",231     ,5.7     
"Montgomery County, IA",2013,"5,129     ","4,878     ",251     ,4.9     
"Muscatine County, IA",2013,"21,725     ","20,591     ","1,134     ",5.2     
"O'Brien County, IA",2013,"8,053     ","7,760     ",293     ,3.6     
"Osceola County, IA",2013,"3,414     ","3,283     ",131     ,3.8     
"Page County, IA",2013,"6,563     ","6,216     ",347     ,5.3     
"Palo Alto County, IA",2013,"4,783     ","4,604     ",179     ,3.7     
"Plymouth County, IA",2013,"14,509     ","13,928     ",581     ,4.0     
"Pocahontas County, IA",2013,"4,198     ","4,038     ",160     ,3.8     
"Polk County, IA",2013,"250,729     ","238,664     ","12,065     ",4.8     
"Pottawattamie County, IA",2013,"48,696     ","46,470     ","2,226     ",4.6     
"Poweshiek County, IA",2013,"10,358     ","9,878     ",480     ,4.6     
"Ringgold County, IA",2013,"2,518     ","2,410     ",108     ,4.3     
"Sac County, IA",2013,"5,522     ","5,290     ",232     ,4.2     
"Scott County, IA",2013,"88,245     ","83,316     ","4,929     ",5.6     
"Shelby County, IA",2013,"6,950     ","6,689     ",261     ,3.8     
"Sioux County, IA",2013,"19,593     ","18,916     ",677     ,3.5     
"Story County, IA",2013,"54,826     ","52,998     ","1,828     ",3.3     
"Tama County, IA",2013,"9,120     ","8,613     ",507     ,5.6     
"Taylor County, IA",2013,"3,172     ","3,050     ",122     ,3.8     
"Union County, IA",2013,"6,905     ","6,568     ",337     ,4.9     
"Van Buren County, IA",2013,"3,838     ","3,627     ",211     ,5.5     
"Wapello County, IA",2013,"18,158     ","17,009     ","1,149     ",6.3     
"Warren County, IA",2013,"26,374     ","25,189     ","1,185     ",4.5     
"Washington County, IA",2013,"12,289     ","11,826     ",463     ,3.8     
"Wayne County, IA",2013,"2,854     ","2,706     ",148     ,5.2     
"Webster County, IA",2013,"19,784     ","18,730     ","1,054     ",5.3     
"Winnebago County, IA",2013,"5,173     ","4,925     ",248     ,4.8     
"Winneshiek County, IA",2013,"11,906     ","11,355     ",551     ,4.6     
"Woodbury County, IA",2013,"55,288     ","52,641     ","2,647     ",4.8     
"Worth County, IA",2013,"4,190     ","3,974     ",216     ,5.2     
"Wright County, IA",2013,"6,854     ","6,547     ",307     ,4.5     
"Allen County, KS",2013,"6,906     ","6,486     ",420     ,6.1     
"Anderson County, KS",2013,"4,249     ","4,002     ",247     ,5.8     
"Atchison County, KS",2013,"7,794     ","7,126     ",668     ,8.6     
"Barber County, KS",2013,"2,768     ","2,657     ",111     ,4.0     
"Barton County, KS",2013,"15,133     ","14,519     ",614     ,4.1     
"Bourbon County, KS",2013,"6,884     ","6,438     ",446     ,6.5     
"Brown County, KS",2013,"5,467     ","5,193     ",274     ,5.0     
"Butler County, KS",2013,"31,897     ","30,132     ","1,765     ",5.5     
"Chase County, KS",2013,"1,253     ","1,183     ",70     ,5.6     
"Chautauqua County, KS",2013,"1,623     ","1,523     ",100     ,6.2     
"Cherokee County, KS",2013,"10,523     ","9,851     ",672     ,6.4     
"Cheyenne County, KS",2013,"1,312     ","1,267     ",45     ,3.4     
"Clark County, KS",2013,"1,191     ","1,154     ",37     ,3.1     
"Clay County, KS",2013,"4,204     ","3,992     ",212     ,5.0     
"Cloud County, KS",2013,"4,462     ","4,268     ",194     ,4.3     
"Coffey County, KS",2013,"4,954     ","4,661     ",293     ,5.9     
"Comanche County, KS",2013,"1,036     ","1,000     ",36     ,3.5     
"Cowley County, KS",2013,"17,204     ","16,204     ","1,000     ",5.8     
"Crawford County, KS",2013,"19,327     ","18,186     ","1,141     ",5.9     
"Decatur County, KS",2013,"1,364     ","1,310     ",54     ,4.0     
"Dickinson County, KS",2013,"9,882     ","9,299     ",583     ,5.9     
"Doniphan County, KS",2013,"4,347     ","4,111     ",236     ,5.4     
"Douglas County, KS",2013,"63,686     ","60,620     ","3,066     ",4.8     
"Edwards County, KS",2013,"1,611     ","1,551     ",60     ,3.7     
"Elk County, KS",2013,"1,326     ","1,251     ",75     ,5.7     
"Ellis County, KS",2013,"18,086     ","17,517     ",569     ,3.1     
"Ellsworth County, KS",2013,"3,454     ","3,339     ",115     ,3.3     
"Finney County, KS",2013,"20,026     ","19,168     ",858     ,4.3     
"Ford County, KS",2013,"18,672     ","17,924     ",748     ,4.0     
"Franklin County, KS",2013,"13,997     ","13,139     ",858     ,6.1     
"Geary County, KS",2013,"12,694     ","11,593     ","1,101     ",8.7     
"Gove County, KS",2013,"1,492     ","1,442     ",50     ,3.4     
"Graham County, KS",2013,"1,355     ","1,298     ",57     ,4.2     
"Grant County, KS",2013,"4,000     ","3,856     ",144     ,3.6     
"Gray County, KS",2013,"3,496     ","3,391     ",105     ,3.0     
"Greeley County, KS",2013,910     ,888     ,22     ,2.4     
"Greenwood County, KS",2013,"3,366     ","3,186     ",180     ,5.3     
"Hamilton County, KS",2013,"1,719     ","1,670     ",49     ,2.9     
"Harper County, KS",2013,"3,111     ","2,986     ",125     ,4.0     
"Harvey County, KS",2013,"17,150     ","16,315     ",835     ,4.9     
"Haskell County, KS",2013,"2,395     ","2,325     ",70     ,2.9     
"Hodgeman County, KS",2013,"1,118     ","1,075     ",43     ,3.8     
"Jackson County, KS",2013,"7,303     ","6,932     ",371     ,5.1     
"Jefferson County, KS",2013,"10,211     ","9,626     ",585     ,5.7     
"Jewell County, KS",2013,"1,425     ","1,373     ",52     ,3.6     
"Johnson County, KS",2013,"314,912     ","301,328     ","13,584     ",4.3     
"Kearny County, KS",2013,"2,103     ","2,027     ",76     ,3.6     
"Kingman County, KS",2013,"3,725     ","3,522     ",203     ,5.4     
"Kiowa County, KS",2013,"1,426     ","1,378     ",48     ,3.4     
"Labette County, KS",2013,"10,751     ","9,982     ",769     ,7.2     
"Lane County, KS",2013,885     ,854     ,31     ,3.5     
"Leavenworth County, KS",2013,"34,677     ","32,604     ","2,073     ",6.0     
"Lincoln County, KS",2013,"1,781     ","1,699     ",82     ,4.6     
"Linn County, KS",2013,"4,345     ","3,968     ",377     ,8.7     
"Logan County, KS",2013,"1,747     ","1,698     ",49     ,2.8     
"Lyon County, KS",2013,"16,466     ","15,283     ","1,183     ",7.2     
"McPherson County, KS",2013,"16,618     ","15,974     ",644     ,3.9     
"Marion County, KS",2013,"6,225     ","5,934     ",291     ,4.7     
"Marshall County, KS",2013,"6,056     ","5,823     ",233     ,3.8     
"Meade County, KS",2013,"2,356     ","2,282     ",74     ,3.1     
"Miami County, KS",2013,"16,822     ","15,884     ",938     ,5.6     
"Mitchell County, KS",2013,"3,885     ","3,772     ",113     ,2.9     
"Montgomery County, KS",2013,"17,879     ","16,669     ","1,210     ",6.8     
"Morris County, KS",2013,"3,107     ","2,938     ",169     ,5.4     
"Morton County, KS",2013,"1,597     ","1,534     ",63     ,3.9     
"Nemaha County, KS",2013,"5,836     ","5,635     ",201     ,3.4     
"Neosho County, KS",2013,"6,749     ","6,174     ",575     ,8.5     
"Ness County, KS",2013,"1,605     ","1,556     ",49     ,3.1     
"Norton County, KS",2013,"3,092     ","3,006     ",86     ,2.8     
"Osage County, KS",2013,"8,294     ","7,744     ",550     ,6.6     
"Osborne County, KS",2013,"2,126     ","2,036     ",90     ,4.2     
"Ottawa County, KS",2013,"3,245     ","3,099     ",146     ,4.5     
"Pawnee County, KS",2013,"3,422     ","3,273     ",149     ,4.4     
"Phillips County, KS",2013,"2,971     ","2,845     ",126     ,4.2     
"Pottawatomie County, KS",2013,"11,951     ","11,401     ",550     ,4.6     
"Pratt County, KS",2013,"5,451     ","5,235     ",216     ,4.0     
"Rawlins County, KS",2013,"1,554     ","1,511     ",43     ,2.8     
"Reno County, KS",2013,"31,663     ","30,000     ","1,663     ",5.3     
"Republic County, KS",2013,"2,656     ","2,566     ",90     ,3.4     
"Rice County, KS",2013,"5,454     ","5,221     ",233     ,4.3     
"Riley County, KS",2013,"36,657     ","35,111     ","1,546     ",4.2     
"Rooks County, KS",2013,"2,785     ","2,669     ",116     ,4.2     
"Rush County, KS",2013,"1,814     ","1,736     ",78     ,4.3     
"Russell County, KS",2013,"3,858     ","3,705     ",153     ,4.0     
"Saline County, KS",2013,"31,172     ","29,619     ","1,553     ",5.0     
"Scott County, KS",2013,"2,844     ","2,762     ",82     ,2.9     
"Sedgwick County, KS",2013,"246,820     ","231,648     ","15,172     ",6.1     
"Seward County, KS",2013,"11,107     ","10,652     ",455     ,4.1     
"Shawnee County, KS",2013,"92,251     ","86,921     ","5,330     ",5.8     
"Sheridan County, KS",2013,"1,501     ","1,460     ",41     ,2.7     
"Sherman County, KS",2013,"3,136     ","3,010     ",126     ,4.0     
"Smith County, KS",2013,"2,162     ","2,085     ",77     ,3.6     
"Stafford County, KS",2013,"2,222     ","2,124     ",98     ,4.4     
"Stanton County, KS",2013,"1,048     ","1,009     ",39     ,3.7     
"Stevens County, KS",2013,"3,321     ","3,222     ",99     ,3.0     
"Sumner County, KS",2013,"11,171     ","10,541     ",630     ,5.6     
"Thomas County, KS",2013,"4,475     ","4,319     ",156     ,3.5     
"Trego County, KS",2013,"1,494     ","1,439     ",55     ,3.7     
"Wabaunsee County, KS",2013,"3,777     ","3,587     ",190     ,5.0     
"Wallace County, KS",2013,854     ,827     ,27     ,3.2     
"Washington County, KS",2013,"3,134     ","3,017     ",117     ,3.7     
"Wichita County, KS",2013,"1,291     ","1,246     ",45     ,3.5     
"Wilson County, KS",2013,"4,119     ","3,754     ",365     ,8.9     
"Woodson County, KS",2013,"1,631     ","1,529     ",102     ,6.3     
"Wyandotte County, KS",2013,"74,946     ","68,999     ","5,947     ",7.9     
"Adair County, KY",2013,"7,559     ","6,799     ",760     ,10.1     
"Allen County, KY",2013,"8,953     ","8,292     ",661     ,7.4     
"Anderson County, KY",2013,"11,536     ","10,799     ",737     ,6.4     
"Ballard County, KY",2013,"3,825     ","3,477     ",348     ,9.1     
"Barren County, KY",2013,"19,579     ","18,088     ","1,491     ",7.6     
"Bath County, KY",2013,"4,829     ","4,335     ",494     ,10.2     
"Bell County, KY",2013,"9,863     ","8,561     ","1,302     ",13.2     
"Boone County, KY",2013,"66,044     ","61,712     ","4,332     ",6.6     
"Bourbon County, KY",2013,"9,828     ","9,146     ",682     ,6.9     
"Boyd County, KY",2013,"19,706     ","17,863     ","1,843     ",9.4     
"Boyle County, KY",2013,"12,816     ","11,695     ","1,121     ",8.7     
"Bracken County, KY",2013,"3,932     ","3,550     ",382     ,9.7     
"Breathitt County, KY",2013,"4,482     ","3,820     ",662     ,14.8     
"Breckinridge County, KY",2013,"8,244     ","7,495     ",749     ,9.1     
"Bullitt County, KY",2013,"39,682     ","36,777     ","2,905     ",7.3     
"Butler County, KY",2013,"5,375     ","4,888     ",487     ,9.1     
"Caldwell County, KY",2013,"5,633     ","5,176     ",457     ,8.1     
"Calloway County, KY",2013,"18,147     ","16,842     ","1,305     ",7.2     
"Campbell County, KY",2013,"48,769     ","45,596     ","3,173     ",6.5     
"Carlisle County, KY",2013,"2,377     ","2,208     ",169     ,7.1     
"Carroll County, KY",2013,"5,168     ","4,700     ",468     ,9.1     
"Carter County, KY",2013,"11,031     ","9,647     ","1,384     ",12.5     
"Casey County, KY",2013,"6,813     ","6,231     ",582     ,8.5     
"Christian County, KY",2013,"26,605     ","24,122     ","2,483     ",9.3     
"Clark County, KY",2013,"17,272     ","15,984     ","1,288     ",7.5     
"Clay County, KY",2013,"5,748     ","4,934     ",814     ,14.2     
"Clinton County, KY",2013,"4,113     ","3,687     ",426     ,10.4     
"Crittenden County, KY",2013,"4,100     ","3,799     ",301     ,7.3     
"Cumberland County, KY",2013,"3,038     ","2,717     ",321     ,10.6     
"Daviess County, KY",2013,"47,652     ","44,408     ","3,244     ",6.8     
"Edmonson County, KY",2013,"4,996     ","4,500     ",496     ,9.9     
"Elliott County, KY",2013,"2,254     ","1,930     ",324     ,14.4     
"Estill County, KY",2013,"5,536     ","5,002     ",534     ,9.6     
"Fayette County, KY",2013,"168,491     ","158,808     ","9,683     ",5.7     
"Fleming County, KY",2013,"6,522     ","5,909     ",613     ,9.4     
"Floyd County, KY",2013,"13,130     ","11,404     ","1,726     ",13.1     
"Franklin County, KY",2013,"24,581     ","22,981     ","1,600     ",6.5     
"Fulton County, KY",2013,"2,387     ","2,132     ",255     ,10.7     
"Gallatin County, KY",2013,"3,953     ","3,588     ",365     ,9.2     
"Garrard County, KY",2013,"7,747     ","7,118     ",629     ,8.1     
"Grant County, KY",2013,"11,506     ","10,559     ",947     ,8.2     
"Graves County, KY",2013,"16,482     ","15,100     ","1,382     ",8.4     
"Grayson County, KY",2013,"11,241     ","10,095     ","1,146     ",10.2     
"Green County, KY",2013,"5,320     ","4,885     ",435     ,8.2     
"Greenup County, KY",2013,"14,793     ","13,297     ","1,496     ",10.1     
"Hancock County, KY",2013,"4,101     ","3,807     ",294     ,7.2     
"Hardin County, KY",2013,"47,830     ","44,198     ","3,632     ",7.6     
"Harlan County, KY",2013,"9,503     ","7,801     ","1,702     ",17.9     
"Harrison County, KY",2013,"8,747     ","8,092     ",655     ,7.5     
"Hart County, KY",2013,"8,059     ","7,427     ",632     ,7.8     
"Henderson County, KY",2013,"22,136     ","20,495     ","1,641     ",7.4     
"Henry County, KY",2013,"7,764     ","7,209     ",555     ,7.1     
"Hickman County, KY",2013,"2,161     ","2,008     ",153     ,7.1     
"Hopkins County, KY",2013,"21,510     ","19,827     ","1,683     ",7.8     
"Jackson County, KY",2013,"4,833     ","4,278     ",555     ,11.5     
"Jefferson County, KY",2013,"385,399     ","356,840     ","28,559     ",7.4     
"Jessamine County, KY",2013,"25,094     ","23,479     ","1,615     ",6.4     
"Johnson County, KY",2013,"8,362     ","7,448     ",914     ,10.9     
"Kenton County, KY",2013,"85,096     ","79,184     ","5,912     ",6.9     
"Knott County, KY",2013,"5,586     ","4,733     ",853     ,15.3     
"Knox County, KY",2013,"10,524     ","9,171     ","1,353     ",12.9     
"Larue County, KY",2013,"5,891     ","5,413     ",478     ,8.1     
"Laurel County, KY",2013,"24,645     ","22,266     ","2,379     ",9.7     
"Lawrence County, KY",2013,"5,578     ","4,957     ",621     ,11.1     
"Lee County, KY",2013,"2,371     ","2,078     ",293     ,12.4     
"Leslie County, KY",2013,"3,492     ","2,883     ",609     ,17.4     
"Letcher County, KY",2013,"8,041     ","6,709     ","1,332     ",16.6     
"Lewis County, KY",2013,"5,293     ","4,655     ",638     ,12.1     
"Lincoln County, KY",2013,"9,918     ","8,869     ","1,049     ",10.6     
"Livingston County, KY",2013,"3,888     ","3,507     ",381     ,9.8     
"Logan County, KY",2013,"12,137     ","11,282     ",855     ,7.0     
"Lyon County, KY",2013,"3,093     ","2,841     ",252     ,8.1     
"McCracken County, KY",2013,"30,287     ","27,920     ","2,367     ",7.8     
"McCreary County, KY",2013,"5,341     ","4,648     ",693     ,13.0     
"McLean County, KY",2013,"4,481     ","4,141     ",340     ,7.6     
"Madison County, KY",2013,"45,764     ","42,783     ","2,981     ",6.5     
"Magoffin County, KY",2013,"3,999     ","3,302     ",697     ,17.4     
"Marion County, KY",2013,"9,297     ","8,548     ",749     ,8.1     
"Marshall County, KY",2013,"15,326     ","14,093     ","1,233     ",8.0     
"Martin County, KY",2013,"3,642     ","3,290     ",352     ,9.7     
"Mason County, KY",2013,"7,793     ","7,020     ",773     ,9.9     
"Meade County, KY",2013,"12,535     ","11,420     ","1,115     ",8.9     
"Menifee County, KY",2013,"2,489     ","2,191     ",298     ,12.0     
"Mercer County, KY",2013,"10,192     ","9,399     ",793     ,7.8     
"Metcalfe County, KY",2013,"4,334     ","3,999     ",335     ,7.7     
"Monroe County, KY",2013,"4,745     ","4,409     ",336     ,7.1     
"Montgomery County, KY",2013,"12,140     ","11,121     ","1,019     ",8.4     
"Morgan County, KY",2013,"5,056     ","4,524     ",532     ,10.5     
"Muhlenberg County, KY",2013,"12,966     ","11,760     ","1,206     ",9.3     
"Nelson County, KY",2013,"21,688     ","20,066     ","1,622     ",7.5     
"Nicholas County, KY",2013,"3,531     ","3,229     ",302     ,8.6     
"Ohio County, KY",2013,"9,902     ","8,991     ",911     ,9.2     
"Oldham County, KY",2013,"30,321     ","28,611     ","1,710     ",5.6     
"Owen County, KY",2013,"5,683     ","5,327     ",356     ,6.3     
"Owsley County, KY",2013,"1,290     ","1,129     ",161     ,12.5     
"Pendleton County, KY",2013,"7,017     ","6,434     ",583     ,8.3     
"Perry County, KY",2013,"10,400     ","8,966     ","1,434     ",13.8     
"Pike County, KY",2013,"23,290     ","20,548     ","2,742     ",11.8     
"Powell County, KY",2013,"5,056     ","4,517     ",539     ,10.7     
"Pulaski County, KY",2013,"27,246     ","24,766     ","2,480     ",9.1     
"Robertson County, KY",2013,848     ,756     ,92     ,10.8     
"Rockcastle County, KY",2013,"7,085     ","6,434     ",651     ,9.2     
"Rowan County, KY",2013,"10,931     ","10,031     ",900     ,8.2     
"Russell County, KY",2013,"7,028     ","6,223     ",805     ,11.5     
"Scott County, KY",2013,"26,275     ","24,692     ","1,583     ",6.0     
"Shelby County, KY",2013,"22,632     ","21,271     ","1,361     ",6.0     
"Simpson County, KY",2013,"8,856     ","8,197     ",659     ,7.4     
"Spencer County, KY",2013,"9,344     ","8,749     ",595     ,6.4     
"Taylor County, KY",2013,"11,390     ","10,323     ","1,067     ",9.4     
"Todd County, KY",2013,"5,635     ","5,220     ",415     ,7.4     
"Trigg County, KY",2013,"6,048     ","5,506     ",542     ,9.0     
"Trimble County, KY",2013,"3,967     ","3,640     ",327     ,8.2     
"Union County, KY",2013,"6,858     ","6,334     ",524     ,7.6     
"Warren County, KY",2013,"60,493     ","56,378     ","4,115     ",6.8     
"Washington County, KY",2013,"6,141     ","5,722     ",419     ,6.8     
"Wayne County, KY",2013,"7,460     ","6,579     ",881     ,11.8     
"Webster County, KY",2013,"6,185     ","5,748     ",437     ,7.1     
"Whitley County, KY",2013,"13,848     ","12,395     ","1,453     ",10.5     
"Wolfe County, KY",2013,"2,110     ","1,813     ",297     ,14.1     
"Woodford County, KY",2013,"14,256     ","13,508     ",748     ,5.2     
"Acadia Parish, LA",2013,"26,346     ","24,838     ","1,508     ",5.7     
"Allen Parish, LA",2013,"8,743     ","8,111     ",632     ,7.2     
"Ascension Parish, LA",2013,"56,822     ","53,778     ","3,044     ",5.4     
"Assumption Parish, LA",2013,"9,910     ","9,119     ",791     ,8.0     
"Avoyelles Parish, LA",2013,"16,000     ","14,855     ","1,145     ",7.2     
"Beauregard Parish, LA",2013,"14,444     ","13,423     ","1,021     ",7.1     
"Bienville Parish, LA",2013,"5,942     ","5,448     ",494     ,8.3     
"Bossier Parish, LA",2013,"56,900     ","53,608     ","3,292     ",5.8     
"Caddo Parish, LA",2013,"110,892     ","102,502     ","8,390     ",7.6     
"Calcasieu Parish, LA",2013,"89,392     ","83,855     ","5,537     ",6.2     
"Caldwell Parish, LA",2013,"3,959     ","3,647     ",312     ,7.9     
"Cameron Parish, LA",2013,"3,316     ","3,146     ",170     ,5.1     
"Catahoula Parish, LA",2013,"3,897     ","3,582     ",315     ,8.1     
"Claiborne Parish, LA",2013,"6,524     ","6,056     ",468     ,7.2     
"Concordia Parish, LA",2013,"7,802     ","7,166     ",636     ,8.2     
"De Soto Parish, LA",2013,"11,005     ","10,071     ",934     ,8.5     
"East Baton Rouge Parish, LA",2013,"226,071     ","212,613     ","13,458     ",6.0     
"East Carroll Parish, LA",2013,"2,263     ","1,894     ",369     ,16.3     
"East Feliciana Parish, LA",2013,"7,954     ","7,430     ",524     ,6.6     
"Evangeline Parish, LA",2013,"12,866     ","12,029     ",837     ,6.5     
"Franklin Parish, LA",2013,"7,694     ","6,949     ",745     ,9.7     
"Grant Parish, LA",2013,"8,147     ","7,574     ",573     ,7.0     
"Iberia Parish, LA",2013,"32,297     ","30,296     ","2,001     ",6.2     
"Iberville Parish, LA",2013,"14,031     ","12,909     ","1,122     ",8.0     
"Jackson Parish, LA",2013,"7,027     ","6,588     ",439     ,6.2     
"Jefferson Parish, LA",2013,"213,738     ","200,869     ","12,869     ",6.0     
"Jefferson Davis Parish, LA",2013,"13,169     ","12,385     ",784     ,6.0     
"Lafayette Parish, LA",2013,"119,001     ","113,366     ","5,635     ",4.7     
"Lafourche Parish, LA",2013,"46,873     ","44,662     ","2,211     ",4.7     
"LaSalle Parish, LA",2013,"6,982     ","6,648     ",334     ,4.8     
"Lincoln Parish, LA",2013,"20,544     ","18,997     ","1,547     ",7.5     
"Livingston Parish, LA",2013,"64,110     ","60,514     ","3,596     ",5.6     
"Madison Parish, LA",2013,"3,953     ","3,533     ",420     ,10.6     
"Morehouse Parish, LA",2013,"11,093     ","9,769     ","1,324     ",11.9     
"Natchitoches Parish, LA",2013,"16,816     ","15,474     ","1,342     ",8.0     
"Orleans Parish, LA",2013,"173,459     ","161,251     ","12,208     ",7.0     
"Ouachita Parish, LA",2013,"70,976     ","66,065     ","4,911     ",6.9     
"Plaquemines Parish, LA",2013,"10,065     ","9,516     ",549     ,5.5     
"Pointe Coupee Parish, LA",2013,"9,909     ","9,187     ",722     ,7.3     
"Rapides Parish, LA",2013,"57,222     ","53,455     ","3,767     ",6.6     
"Red River Parish, LA",2013,"3,858     ","3,578     ",280     ,7.3     
"Richland Parish, LA",2013,"8,654     ","7,853     ",801     ,9.3     
"Sabine Parish, LA",2013,"9,192     ","8,596     ",596     ,6.5     
"St. Bernard Parish, LA",2013,"18,513     ","17,202     ","1,311     ",7.1     
"St. Charles Parish, LA",2013,"24,943     ","23,442     ","1,501     ",6.0     
"St. Helena Parish, LA",2013,"4,567     ","4,069     ",498     ,10.9     
"St. James Parish, LA",2013,"9,671     ","8,809     ",862     ,8.9     
"St. John the Baptist Parish, LA",2013,"20,087     ","18,419     ","1,668     ",8.3     
"St. Landry Parish, LA",2013,"33,700     ","31,175     ","2,525     ",7.5     
"St. Martin Parish, LA",2013,"24,319     ","22,945     ","1,374     ",5.6     
"St. Mary Parish, LA",2013,"24,991     ","23,417     ","1,574     ",6.3     
"St. Tammany Parish, LA",2013,"111,147     ","105,012     ","6,135     ",5.5     
"Tangipahoa Parish, LA",2013,"52,908     ","48,836     ","4,072     ",7.7     
"Tensas Parish, LA",2013,"1,765     ","1,606     ",159     ,9.0     
"Terrebonne Parish, LA",2013,"53,086     ","50,521     ","2,565     ",4.8     
"Union Parish, LA",2013,"9,162     ","8,477     ",685     ,7.5     
"Vermilion Parish, LA",2013,"26,133     ","24,730     ","1,403     ",5.4     
"Vernon Parish, LA",2013,"17,866     ","16,353     ","1,513     ",8.5     
"Washington Parish, LA",2013,"16,415     ","15,098     ","1,317     ",8.0     
"Webster Parish, LA",2013,"15,700     ","14,255     ","1,445     ",9.2     
"West Baton Rouge Parish, LA",2013,"12,300     ","11,576     ",724     ,5.9     
"West Carroll Parish, LA",2013,"4,238     ","3,719     ",519     ,12.2     
"West Feliciana Parish, LA",2013,"5,233     ","4,935     ",298     ,5.7     
"Winn Parish, LA",2013,"5,375     ","4,953     ",422     ,7.9     
"Androscoggin County, ME",2013,"56,367     ","52,579     ","3,788     ",6.7     
"Aroostook County, ME",2013,"33,819     ","30,887     ","2,932     ",8.7     
"Cumberland County, ME",2013,"160,650     ","152,056     ","8,594     ",5.3     
"Franklin County, ME",2013,"15,374     ","14,179     ","1,195     ",7.8     
"Hancock County, ME",2013,"30,047     ","27,666     ","2,381     ",7.9     
"Kennebec County, ME",2013,"63,761     ","59,751     ","4,010     ",6.3     
"Knox County, ME",2013,"20,745     ","19,509     ","1,236     ",6.0     
"Lincoln County, ME",2013,"17,337     ","16,149     ","1,188     ",6.9     
"Oxford County, ME",2013,"27,725     ","25,412     ","2,313     ",8.3     
"Penobscot County, ME",2013,"79,954     ","74,438     ","5,516     ",6.9     
"Piscataquis County, ME",2013,"7,881     ","7,182     ",699     ,8.9     
"Sagadahoc County, ME",2013,"19,092     ","18,010     ","1,082     ",5.7     
"Somerset County, ME",2013,"24,776     ","22,489     ","2,287     ",9.2     
"Waldo County, ME",2013,"20,975     ","19,459     ","1,516     ",7.2     
"Washington County, ME",2013,"14,609     ","13,250     ","1,359     ",9.3     
"York County, ME",2013,"111,135     ","104,047     ","7,088     ",6.4     
"Allegany County, MD",2013,"33,614     ","30,785     ","2,829     ",8.4     
"Anne Arundel County, MD",2013,"296,534     ","279,785     ","16,749     ",5.6     
"Baltimore County, MD",2013,"442,142     ","411,999     ","30,143     ",6.8     
"Calvert County, MD",2013,"47,757     ","44,952     ","2,805     ",5.9     
"Caroline County, MD",2013,"17,678     ","16,464     ","1,214     ",6.9     
"Carroll County, MD",2013,"93,054     ","87,988     ","5,066     ",5.4     
"Cecil County, MD",2013,"52,235     ","48,243     ","3,992     ",7.6     
"Charles County, MD",2013,"80,247     ","75,103     ","5,144     ",6.4     
"Dorchester County, MD",2013,"15,949     ","14,405     ","1,544     ",9.7     
"Frederick County, MD",2013,"128,447     ","121,130     ","7,317     ",5.7     
"Garrett County, MD",2013,"15,741     ","14,485     ","1,256     ",8.0     
"Harford County, MD",2013,"135,674     ","126,915     ","8,759     ",6.5     
"Howard County, MD",2013,"171,324     ","163,135     ","8,189     ",4.8     
"Kent County, MD",2013,"10,346     ","9,609     ",737     ,7.1     
"Montgomery County, MD",2013,"543,134     ","516,469     ","26,665     ",4.9     
"Prince George's County, MD",2013,"485,941     ","452,620     ","33,321     ",6.9     
"Queen Anne's County, MD",2013,"26,465     ","24,932     ","1,533     ",5.8     
"St. Mary's County, MD",2013,"54,258     ","51,049     ","3,209     ",5.9     
"Somerset County, MD",2013,"9,573     ","8,558     ","1,015     ",10.6     
"Talbot County, MD",2013,"19,158     ","17,941     ","1,217     ",6.4     
"Washington County, MD",2013,"77,209     ","71,601     ","5,608     ",7.3     
"Wicomico County, MD",2013,"50,121     ","45,800     ","4,321     ",8.6     
"Worcester County, MD",2013,"25,888     ","22,663     ","3,225     ",12.5     
"Baltimore city, MD",2013,"296,422     ","267,999     ","28,423     ",9.6     
"Barnstable County, MA",2013,"108,607     ","99,545     ","9,062     ",8.3     
"Berkshire County, MA",2013,"65,621     ","60,802     ","4,819     ",7.3     
"Bristol County, MA",2013,"286,797     ","262,075     ","24,722     ",8.6     
"Dukes County, MA",2013,"9,413     ","8,564     ",849     ,9.0     
"Essex County, MA",2013,"399,717     ","371,871     ","27,846     ",7.0     
"Franklin County, MA",2013,"39,349     ","36,955     ","2,394     ",6.1     
"Hampden County, MA",2013,"220,365     ","201,484     ","18,881     ",8.6     
"Hampshire County, MA",2013,"85,519     ","80,401     ","5,118     ",6.0     
"Middlesex County, MA",2013,"840,728     ","795,217     ","45,511     ",5.4     
"Nantucket County/town, MA",2013,"6,601     ","6,124     ",477     ,7.2     
"Norfolk County, MA",2013,"362,910     ","342,068     ","20,842     ",5.7     
"Plymouth County, MA",2013,"262,840     ","244,681     ","18,159     ",6.9     
"Suffolk County, MA",2013,"407,326     ","382,380     ","24,946     ",6.1     
"Worcester County, MA",2013,"420,896     ","390,976     ","29,920     ",7.1     
"Alcona County, MI",2013,"3,808     ","3,304     ",504     ,13.2     
"Alger County, MI",2013,"3,386     ","2,993     ",393     ,11.6     
"Allegan County, MI",2013,"58,171     ","54,330     ","3,841     ",6.6     
"Alpena County, MI",2013,"13,418     ","12,134     ","1,284     ",9.6     
"Antrim County, MI",2013,"10,013     ","8,879     ","1,134     ",11.3     
"Arenac County, MI",2013,"6,507     ","5,669     ",838     ,12.9     
"Baraga County, MI",2013,"3,552     ","3,043     ",509     ,14.3     
"Barry County, MI",2013,"29,364     ","27,508     ","1,856     ",6.3     
"Bay County, MI",2013,"53,217     ","48,622     ","4,595     ",8.6     
