County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate
"Monona County, IA",2020,"4,401     ","4,197     ",204     ,4.6     
"Monroe County, IA",2020,"3,975     ","3,774     ",201     ,5.1     
"Montgomery County, IA",2020,"4,890     ","4,667     ",223     ,4.6     
"Muscatine County, IA",2020,"21,452     ","20,215     ","1,237     ",5.8     
"O'Brien County, IA",2020,"8,152     ","7,884     ",268     ,3.3     
"Osceola County, IA",2020,"3,528     ","3,428     ",100     ,2.8     
"Page County, IA",2020,"6,239     ","5,935     ",304     ,4.9     
"Palo Alto County, IA",2020,"4,582     ","4,377     ",205     ,4.5     
"Plymouth County, IA",2020,"14,431     ","13,923     ",508     ,3.5     
"Pocahontas County, IA",2020,"4,242     ","4,097     ",145     ,3.4     
"Polk County, IA",2020,"266,206     ","250,540     ","15,666     ",5.9     
"Pottawattamie County, IA",2020,"47,408     ","44,961     ","2,447     ",5.2     
"Poweshiek County, IA",2020,"9,832     ","9,360     ",472     ,4.8     
"Ringgold County, IA",2020,"2,388     ","2,298     ",90     ,3.8     
"Sac County, IA",2020,"5,206     ","5,026     ",180     ,3.5     
"Scott County, IA",2020,"87,409     ","81,621     ","5,788     ",6.6     
"Shelby County, IA",2020,"6,390     ","6,165     ",225     ,3.5     
"Sioux County, IA",2020,"21,310     ","20,761     ",549     ,2.6     
"Story County, IA",2020,"57,091     ","55,080     ","2,011     ",3.5     
"Tama County, IA",2020,"9,295     ","8,828     ",467     ,5.0     
"Taylor County, IA",2020,"3,094     ","2,984     ",110     ,3.6     
"Union County, IA",2020,"6,204     ","5,850     ",354     ,5.7     
"Van Buren County, IA",2020,"3,694     ","3,529     ",165     ,4.5     
"Wapello County, IA",2020,"17,461     ","16,440     ","1,021     ",5.8     
"Warren County, IA",2020,"27,926     ","26,685     ","1,241     ",4.4     
"Washington County, IA",2020,"11,484     ","11,023     ",461     ,4.0     
"Wayne County, IA",2020,"2,808     ","2,686     ",122     ,4.3     
"Webster County, IA",2020,"18,779     ","17,815     ",964     ,5.1     
"Winnebago County, IA",2020,"5,077     ","4,761     ",316     ,6.2     
"Winneshiek County, IA",2020,"11,200     ","10,666     ",534     ,4.8     
"Woodbury County, IA",2020,"54,904     ","52,079     ","2,825     ",5.1     
"Worth County, IA",2020,"4,115     ","3,899     ",216     ,5.2     
"Wright County, IA",2020,"7,019     ","6,747     ",272     ,3.9     
"Allen County, KS",2020,"6,394     ","6,061     ",333     ,5.2     
"Anderson County, KS",2020,"4,283     ","4,114     ",169     ,3.9     
"Atchison County, KS",2020,"6,851     ","6,400     ",451     ,6.6     
"Barber County, KS",2020,"2,312     ","2,240     ",72     ,3.1     
"Barton County, KS",2020,"13,638     ","13,032     ",606     ,4.4     
"Bourbon County, KS",2020,"6,690     ","6,319     ",371     ,5.5     
"Brown County, KS",2020,"5,138     ","4,917     ",221     ,4.3     
"Butler County, KS",2020,"32,383     ","30,314     ","2,069     ",6.4     
"Chase County, KS",2020,"1,452     ","1,375     ",77     ,5.3     
"Chautauqua County, KS",2020,"1,479     ","1,391     ",88     ,5.9     
"Cherokee County, KS",2020,"9,974     ","9,469     ",505     ,5.1     
"Cheyenne County, KS",2020,"1,302     ","1,274     ",28     ,2.2     
"Clark County, KS",2020,"1,135     ","1,113     ",22     ,1.9     
"Clay County, KS",2020,"3,808     ","3,644     ",164     ,4.3     
"Cloud County, KS",2020,"3,841     ","3,690     ",151     ,3.9     
"Coffey County, KS",2020,"3,934     ","3,737     ",197     ,5.0     
"Comanche County, KS",2020,865     ,837     ,28     ,3.2     
"Cowley County, KS",2020,"16,774     ","15,711     ","1,063     ",6.3     
"Crawford County, KS",2020,"18,931     ","17,920     ","1,011     ",5.3     
"Decatur County, KS",2020,"1,224     ","1,182     ",42     ,3.4     
"Dickinson County, KS",2020,"8,867     ","8,455     ",412     ,4.6     
"Doniphan County, KS",2020,"4,136     ","3,951     ",185     ,4.5     
"Douglas County, KS",2020,"63,957     ","60,252     ","3,705     ",5.8     
"Edwards County, KS",2020,"1,460     ","1,418     ",42     ,2.9     
"Elk County, KS",2020,"1,167     ","1,112     ",55     ,4.7     
"Ellis County, KS",2020,"17,036     ","16,477     ",559     ,3.3     
"Ellsworth County, KS",2020,"2,704     ","2,623     ",81     ,3.0     
"Finney County, KS",2020,"20,555     ","19,894     ",661     ,3.2     
"Ford County, KS",2020,"17,256     ","16,706     ",550     ,3.2     
"Franklin County, KS",2020,"14,217     ","13,477     ",740     ,5.2     
"Geary County, KS",2020,"11,632     ","10,841     ",791     ,6.8     
"Gove County, KS",2020,"1,460     ","1,423     ",37     ,2.5     
"Graham County, KS",2020,"1,134     ","1,085     ",49     ,4.3     
"Grant County, KS",2020,"3,097     ","2,976     ",121     ,3.9     
"Gray County, KS",2020,"3,235     ","3,167     ",68     ,2.1     
"Greeley County, KS",2020,818     ,805     ,13     ,1.6     
"Greenwood County, KS",2020,"3,103     ","2,945     ",158     ,5.1     
"Hamilton County, KS",2020,"1,615     ","1,590     ",25     ,1.5     
"Harper County, KS",2020,"2,782     ","2,664     ",118     ,4.2     
"Harvey County, KS",2020,"16,768     ","15,902     ",866     ,5.2     
"Haskell County, KS",2020,"2,240     ","2,191     ",49     ,2.2     
"Hodgeman County, KS",2020,"1,015     ",990     ,25     ,2.5     
"Jackson County, KS",2020,"7,234     ","6,857     ",377     ,5.2     
"Jefferson County, KS",2020,"10,234     ","9,755     ",479     ,4.7     
"Jewell County, KS",2020,"1,249     ","1,213     ",36     ,2.9     
"Johnson County, KS",2020,"341,523     ","324,768     ","16,755     ",4.9     
"Kearny County, KS",2020,"2,025     ","1,975     ",50     ,2.5     
"Kingman County, KS",2020,"3,249     ","3,082     ",167     ,5.1     
"Kiowa County, KS",2020,"1,245     ","1,207     ",38     ,3.1     
"Labette County, KS",2020,"9,648     ","9,122     ",526     ,5.5     
"Lane County, KS",2020,755     ,734     ,21     ,2.8     
"Leavenworth County, KS",2020,"36,629     ","34,565     ","2,064     ",5.6     
"Lincoln County, KS",2020,"1,734     ","1,686     ",48     ,2.8     
"Linn County, KS",2020,"4,329     ","4,028     ",301     ,7.0     
"Logan County, KS",2020,"1,608     ","1,571     ",37     ,2.3     
"Lyon County, KS",2020,"16,610     ","15,861     ",749     ,4.5     
"McPherson County, KS",2020,"17,161     ","16,596     ",565     ,3.3     
"Marion County, KS",2020,"5,950     ","5,717     ",233     ,3.9     
"Marshall County, KS",2020,"5,482     ","5,321     ",161     ,2.9     
"Meade County, KS",2020,"2,148     ","2,091     ",57     ,2.7     
"Miami County, KS",2020,"17,570     ","16,720     ",850     ,4.8     
"Mitchell County, KS",2020,"3,426     ","3,339     ",87     ,2.5     
"Montgomery County, KS",2020,"14,859     ","13,800     ","1,059     ",7.1     
"Morris County, KS",2020,"3,077     ","2,960     ",117     ,3.8     
"Morton County, KS",2020,"1,129     ","1,096     ",33     ,2.9     
"Nemaha County, KS",2020,"5,580     ","5,428     ",152     ,2.7     
"Neosho County, KS",2020,"6,217     ","5,833     ",384     ,6.2     
"Ness County, KS",2020,"1,348     ","1,304     ",44     ,3.3     
"Norton County, KS",2020,"2,644     ","2,578     ",66     ,2.5     
"Osage County, KS",2020,"7,950     ","7,556     ",394     ,5.0     
"Osborne County, KS",2020,"1,972     ","1,920     ",52     ,2.6     
"Ottawa County, KS",2020,"2,971     ","2,852     ",119     ,4.0     
"Pawnee County, KS",2020,"2,850     ","2,751     ",99     ,3.5     
"Phillips County, KS",2020,"2,641     ","2,556     ",85     ,3.2     
"Pottawatomie County, KS",2020,"12,132     ","11,642     ",490     ,4.0     
"Pratt County, KS",2020,"4,921     ","4,751     ",170     ,3.5     
"Rawlins County, KS",2020,"1,544     ","1,506     ",38     ,2.5     
"Reno County, KS",2020,"29,731     ","28,164     ","1,567     ",5.3     
"Republic County, KS",2020,"2,313     ","2,241     ",72     ,3.1     
"Rice County, KS",2020,"5,082     ","4,878     ",204     ,4.0     
"Riley County, KS",2020,"33,547     ","31,962     ","1,585     ",4.7     
"Rooks County, KS",2020,"2,501     ","2,406     ",95     ,3.8     
"Rush County, KS",2020,"1,572     ","1,502     ",70     ,4.5     
"Russell County, KS",2020,"3,307     ","3,175     ",132     ,4.0     
"Saline County, KS",2020,"29,482     ","27,928     ","1,554     ",5.3     
"Scott County, KS",2020,"2,824     ","2,758     ",66     ,2.3     
"Sedgwick County, KS",2020,"257,484     ","235,491     ","21,993     ",8.5     
"Seward County, KS",2020,"9,795     ","9,396     ",399     ,4.1     
"Shawnee County, KS",2020,"91,083     ","85,929     ","5,154     ",5.7     
"Sheridan County, KS",2020,"1,465     ","1,432     ",33     ,2.3     
"Sherman County, KS",2020,"2,870     ","2,778     ",92     ,3.2     
"Smith County, KS",2020,"1,990     ","1,940     ",50     ,2.5     
"Stafford County, KS",2020,"2,022     ","1,951     ",71     ,3.5     
"Stanton County, KS",2020,"1,075     ","1,052     ",23     ,2.1     
"Stevens County, KS",2020,"2,802     ","2,729     ",73     ,2.6     
"Sumner County, KS",2020,"10,841     ","9,975     ",866     ,8.0     
"Thomas County, KS",2020,"4,233     ","4,121     ",112     ,2.6     
"Trego County, KS",2020,"1,447     ","1,399     ",48     ,3.3     
"Wabaunsee County, KS",2020,"3,676     ","3,529     ",147     ,4.0     
"Wallace County, KS",2020,836     ,820     ,16     ,1.9     
"Washington County, KS",2020,"3,064     ","2,993     ",71     ,2.3     
"Wichita County, KS",2020,"1,243     ","1,220     ",23     ,1.9     
"Wilson County, KS",2020,"3,903     ","3,607     ",296     ,7.6     
"Woodson County, KS",2020,"1,561     ","1,470     ",91     ,5.8     
"Wyandotte County, KS",2020,"77,663     ","71,699     ","5,964     ",7.7     
"Adair County, KY",2020,"7,019     ","6,530     ",489     ,7.0     
"Allen County, KY",2020,"8,664     ","8,200     ",464     ,5.4     
"Anderson County, KY",2020,"11,765     ","11,073     ",692     ,5.9     
"Ballard County, KY",2020,"3,324     ","3,113     ",211     ,6.3     
"Barren County, KY",2020,"18,073     ","16,752     ","1,321     ",7.3     
"Bath County, KY",2020,"4,537     ","4,172     ",365     ,8.0     
"Bell County, KY",2020,"8,184     ","7,567     ",617     ,7.5     
"Boone County, KY",2020,"70,556     ","66,874     ","3,682     ",5.2     
"Bourbon County, KY",2020,"9,568     ","9,025     ",543     ,5.7     
"Boyd County, KY",2020,"17,463     ","16,052     ","1,411     ",8.1     
"Boyle County, KY",2020,"12,562     ","11,673     ",889     ,7.1     
"Bracken County, KY",2020,"3,713     ","3,490     ",223     ,6.0     
"Breathitt County, KY",2020,"3,251     ","2,928     ",323     ,9.9     
"Breckinridge County, KY",2020,"7,818     ","7,268     ",550     ,7.0     
"Bullitt County, KY",2020,"42,153     ","39,551     ","2,602     ",6.2     
"Butler County, KY",2020,"4,858     ","4,528     ",330     ,6.8     
"Caldwell County, KY",2020,"5,585     ","5,253     ",332     ,5.9     
"Calloway County, KY",2020,"17,775     ","16,707     ","1,068     ",6.0     
"Campbell County, KY",2020,"49,546     ","46,891     ","2,655     ",5.4     
"Carlisle County, KY",2020,"2,162     ","2,065     ",97     ,4.5     
"Carroll County, KY",2020,"5,293     ","4,991     ",302     ,5.7     
"Carter County, KY",2020,"9,522     ","8,635     ",887     ,9.3     
"Casey County, KY",2020,"6,655     ","6,255     ",400     ,6.0     
"Christian County, KY",2020,"24,460     ","22,573     ","1,887     ",7.7     
"Clark County, KY",2020,"16,960     ","15,887     ","1,073     ",6.3     
"Clay County, KY",2020,"5,168     ","4,742     ",426     ,8.2     
"Clinton County, KY",2020,"3,952     ","3,757     ",195     ,4.9     
"Crittenden County, KY",2020,"3,673     ","3,476     ",197     ,5.4     
"Cumberland County, KY",2020,"3,255     ","3,101     ",154     ,4.7     
"Daviess County, KY",2020,"45,857     ","43,163     ","2,694     ",5.9     
"Edmonson County, KY",2020,"4,589     ","4,247     ",342     ,7.5     
"Elliott County, KY",2020,"1,950     ","1,761     ",189     ,9.7     
"Estill County, KY",2020,"5,137     ","4,761     ",376     ,7.3     
"Fayette County, KY",2020,"171,813     ","162,258     ","9,555     ",5.6     
"Fleming County, KY",2020,"6,108     ","5,675     ",433     ,7.1     
"Floyd County, KY",2020,"10,643     ","9,707     ",936     ,8.8     
"Franklin County, KY",2020,"24,731     ","23,168     ","1,563     ",6.3     
"Fulton County, KY",2020,"1,985     ","1,857     ",128     ,6.4     
"Gallatin County, KY",2020,"3,948     ","3,718     ",230     ,5.8     
"Garrard County, KY",2020,"7,516     ","7,058     ",458     ,6.1     
"Grant County, KY",2020,"11,589     ","10,796     ",793     ,6.8     
"Graves County, KY",2020,"15,560     ","14,669     ",891     ,5.7     
"Grayson County, KY",2020,"10,641     ","9,840     ",801     ,7.5     
"Green County, KY",2020,"5,146     ","4,878     ",268     ,5.2     
"Greenup County, KY",2020,"13,145     ","12,010     ","1,135     ",8.6     
"Hancock County, KY",2020,"3,812     ","3,587     ",225     ,5.9     
"Hardin County, KY",2020,"47,658     ","44,370     ","3,288     ",6.9     
"Harlan County, KY",2020,"6,506     ","5,764     ",742     ,11.4     
"Harrison County, KY",2020,"8,672     ","8,156     ",516     ,6.0     
"Hart County, KY",2020,"7,638     ","7,157     ",481     ,6.3     
"Henderson County, KY",2020,"20,663     ","19,427     ","1,236     ",6.0     
"Henry County, KY",2020,"8,023     ","7,574     ",449     ,5.6     
"Hickman County, KY",2020,"1,718     ","1,630     ",88     ,5.1     
"Hopkins County, KY",2020,"18,021     ","16,728     ","1,293     ",7.2     
"Jackson County, KY",2020,"4,038     ","3,701     ",337     ,8.3     
"Jefferson County, KY",2020,"389,470     ","363,625     ","25,845     ",6.6     
"Jessamine County, KY",2020,"25,934     ","24,522     ","1,412     ",5.4     
"Johnson County, KY",2020,"6,584     ","6,036     ",548     ,8.3     
"Kenton County, KY",2020,"85,978     ","81,166     ","4,812     ",5.6     
"Knott County, KY",2020,"4,287     ","3,934     ",353     ,8.2     
"Knox County, KY",2020,"9,874     ","9,089     ",785     ,8.0     
"Larue County, KY",2020,"5,841     ","5,432     ",409     ,7.0     
"Laurel County, KY",2020,"24,918     ","23,247     ","1,671     ",6.7     
"Lawrence County, KY",2020,"5,206     ","4,788     ",418     ,8.0     
"Lee County, KY",2020,"2,042     ","1,905     ",137     ,6.7     
"Leslie County, KY",2020,"2,578     ","2,307     ",271     ,10.5     
"Letcher County, KY",2020,"6,062     ","5,468     ",594     ,9.8     
"Lewis County, KY",2020,"4,653     ","4,225     ",428     ,9.2     
"Lincoln County, KY",2020,"9,211     ","8,502     ",709     ,7.7     
"Livingston County, KY",2020,"3,499     ","3,242     ",257     ,7.3     
"Logan County, KY",2020,"12,103     ","11,454     ",649     ,5.4     
"Lyon County, KY",2020,"3,054     ","2,897     ",157     ,5.1     
"McCracken County, KY",2020,"28,743     ","26,768     ","1,975     ",6.9     
"McCreary County, KY",2020,"4,822     ","4,485     ",337     ,7.0     
"McLean County, KY",2020,"3,965     ","3,746     ",219     ,5.5     
"Madison County, KY",2020,"45,840     ","43,156     ","2,684     ",5.9     
"Magoffin County, KY",2020,"3,179     ","2,685     ",494     ,15.5     
"Marion County, KY",2020,"9,215     ","8,515     ",700     ,7.6     
"Marshall County, KY",2020,"14,798     ","13,915     ",883     ,6.0     
"Martin County, KY",2020,"2,474     ","2,196     ",278     ,11.2     
"Mason County, KY",2020,"6,853     ","6,324     ",529     ,7.7     
"Meade County, KY",2020,"11,749     ","10,939     ",810     ,6.9     
"Menifee County, KY",2020,"2,250     ","2,056     ",194     ,8.6     
"Mercer County, KY",2020,"9,863     ","9,168     ",695     ,7.0     
"Metcalfe County, KY",2020,"3,982     ","3,680     ",302     ,7.6     
"Monroe County, KY",2020,"4,558     ","4,321     ",237     ,5.2     
"Montgomery County, KY",2020,"11,324     ","10,450     ",874     ,7.7     
"Morgan County, KY",2020,"4,395     ","4,106     ",289     ,6.6     
"Muhlenberg County, KY",2020,"9,913     ","9,080     ",833     ,8.4     
"Nelson County, KY",2020,"22,696     ","21,163     ","1,533     ",6.8     
"Nicholas County, KY",2020,"3,271     ","3,051     ",220     ,6.7     
"Ohio County, KY",2020,"9,273     ","8,626     ",647     ,7.0     
"Oldham County, KY",2020,"32,443     ","30,919     ","1,524     ",4.7     
"Owen County, KY",2020,"5,085     ","4,770     ",315     ,6.2     
"Owsley County, KY",2020,"1,078     ",978     ,100     ,9.3     
"Pendleton County, KY",2020,"6,759     ","6,417     ",342     ,5.1     
"Perry County, KY",2020,"8,132     ","7,432     ",700     ,8.6     
"Pike County, KY",2020,"19,098     ","17,552     ","1,546     ",8.1     
"Powell County, KY",2020,"5,045     ","4,684     ",361     ,7.2     
"Pulaski County, KY",2020,"25,723     ","23,893     ","1,830     ",7.1     
"Robertson County, KY",2020,787     ,741     ,46     ,5.8     
"Rockcastle County, KY",2020,"6,371     ","5,918     ",453     ,7.1     
"Rowan County, KY",2020,"9,966     ","9,246     ",720     ,7.2     
"Russell County, KY",2020,"6,068     ","5,582     ",486     ,8.0     
"Scott County, KY",2020,"29,874     ","28,069     ","1,805     ",6.0     
"Shelby County, KY",2020,"25,410     ","24,072     ","1,338     ",5.3     
"Simpson County, KY",2020,"8,516     ","7,917     ",599     ,7.0     
"Spencer County, KY",2020,"10,342     ","9,766     ",576     ,5.6     
"Taylor County, KY",2020,"12,971     ","12,220     ",751     ,5.8     
"Todd County, KY",2020,"5,392     ","5,141     ",251     ,4.7     
"Trigg County, KY",2020,"5,965     ","5,562     ",403     ,6.8     
"Trimble County, KY",2020,"3,782     ","3,533     ",249     ,6.6     
"Union County, KY",2020,"5,924     ","5,558     ",366     ,6.2     
"Warren County, KY",2020,"63,444     ","59,408     ","4,036     ",6.4     
"Washington County, KY",2020,"6,081     ","5,710     ",371     ,6.1     
"Wayne County, KY",2020,"7,344     ","6,883     ",461     ,6.3     
"Webster County, KY",2020,"5,410     ","5,073     ",337     ,6.2     
"Whitley County, KY",2020,"13,791     ","12,841     ",950     ,6.9     
"Wolfe County, KY",2020,"2,079     ","1,925     ",154     ,7.4     
"Woodford County, KY",2020,"14,851     ","14,132     ",719     ,4.8     
"Acadia Parish, LA",2020,"23,311     ","21,493     ","1,818     ",7.8     
"Allen Parish, LA",2020,"8,392     ","7,574     ",818     ,9.7     
"Ascension Parish, LA",2020,"64,283     ","59,710     ","4,573     ",7.1     
"Assumption Parish, LA",2020,"8,772     ","7,834     ",938     ,10.7     
"Avoyelles Parish, LA",2020,"14,925     ","13,656     ","1,269     ",8.5     
"Beauregard Parish, LA",2020,"14,387     ","13,355     ","1,032     ",7.2     
"Bienville Parish, LA",2020,"5,374     ","4,933     ",441     ,8.2     
"Bossier Parish, LA",2020,"56,751     ","52,939     ","3,812     ",6.7     
"Caddo Parish, LA",2020,"101,444     ","91,806     ","9,638     ",9.5     
"Calcasieu Parish, LA",2020,"97,332     ","88,018     ","9,314     ",9.6     
"Caldwell Parish, LA",2020,"3,649     ","3,361     ",288     ,7.9     
"Cameron Parish, LA",2020,"3,504     ","3,288     ",216     ,6.2     
"Catahoula Parish, LA",2020,"3,447     ","3,185     ",262     ,7.6     
"Claiborne Parish, LA",2020,"5,458     ","5,069     ",389     ,7.1     
"Concordia Parish, LA",2020,"6,894     ","6,289     ",605     ,8.8     
"De Soto Parish, LA",2020,"10,688     ","9,864     ",824     ,7.7     
"East Baton Rouge Parish, LA",2020,"225,973     ","207,325     ","18,648     ",8.3     
"East Carroll Parish, LA",2020,"1,813     ","1,583     ",230     ,12.7     
"East Feliciana Parish, LA",2020,"7,566     ","7,024     ",542     ,7.2     
"Evangeline Parish, LA",2020,"11,940     ","10,953     ",987     ,8.3     
"Franklin Parish, LA",2020,"7,317     ","6,678     ",639     ,8.7     
"Grant Parish, LA",2020,"8,118     ","7,547     ",571     ,7.0     
"Iberia Parish, LA",2020,"27,493     ","24,724     ","2,769     ",10.1     
"Iberville Parish, LA",2020,"13,642     ","12,212     ","1,430     ",10.5     
"Jackson Parish, LA",2020,"6,720     ","6,333     ",387     ,5.8     
"Jefferson Parish, LA",2020,"209,463     ","189,241     ","20,222     ",9.7     
"Jefferson Davis Parish, LA",2020,"12,728     ","11,702     ","1,026     ",8.1     
"Lafayette Parish, LA",2020,"114,141     ","105,578     ","8,563     ",7.5     
"Lafourche Parish, LA",2020,"41,152     ","38,299     ","2,853     ",6.9     
"LaSalle Parish, LA",2020,"6,827     ","6,475     ",352     ,5.2     
"Lincoln Parish, LA",2020,"20,987     ","19,584     ","1,403     ",6.7     
"Livingston Parish, LA",2020,"68,727     ","64,067     ","4,660     ",6.8     
"Madison Parish, LA",2020,"3,532     ","3,211     ",321     ,9.1     
"Morehouse Parish, LA",2020,"10,017     ","8,971     ","1,046     ",10.4     
"Natchitoches Parish, LA",2020,"16,083     ","14,903     ","1,180     ",7.3     
"Orleans Parish, LA",2020,"179,774     ","157,276     ","22,498     ",12.5     
"Ouachita Parish, LA",2020,"69,374     ","63,914     ","5,460     ",7.9     
"Plaquemines Parish, LA",2020,"9,528     ","8,817     ",711     ,7.5     
"Pointe Coupee Parish, LA",2020,"9,446     ","8,653     ",793     ,8.4     
"Rapides Parish, LA",2020,"54,677     ","51,015     ","3,662     ",6.7     
"Red River Parish, LA",2020,"3,584     ","3,345     ",239     ,6.7     
"Richland Parish, LA",2020,"8,098     ","7,436     ",662     ,8.2     
"Sabine Parish, LA",2020,"9,201     ","8,652     ",549     ,6.0     
"St. Bernard Parish, LA",2020,"19,995     ","17,889     ","2,106     ",10.5     
"St. Charles Parish, LA",2020,"24,358     ","22,356     ","2,002     ",8.2     
"St. Helena Parish, LA",2020,"4,239     ","3,720     ",519     ,12.2     
"St. James Parish, LA",2020,"8,842     ","7,924     ",918     ,10.4     
"St. John the Baptist Parish, LA",2020,"19,184     ","16,930     ","2,254     ",11.7     
"St. Landry Parish, LA",2020,"32,177     ","29,202     ","2,975     ",9.2     
"St. Martin Parish, LA",2020,"21,773     ","19,886     ","1,887     ",8.7     
"St. Mary Parish, LA",2020,"19,379     ","17,494     ","1,885     ",9.7     
"St. Tammany Parish, LA",2020,"116,652     ","108,347     ","8,305     ",7.1     
"Tangipahoa Parish, LA",2020,"56,126     ","50,450     ","5,676     ",10.1     
"Tensas Parish, LA",2020,"1,342     ","1,221     ",121     ,9.0     
"Terrebonne Parish, LA",2020,"45,659     ","41,907     ","3,752     ",8.2     
"Union Parish, LA",2020,"8,988     ","8,300     ",688     ,7.7     
"Vermilion Parish, LA",2020,"23,581     ","21,719     ","1,862     ",7.9     
"Vernon Parish, LA",2020,"15,791     ","14,576     ","1,215     ",7.7     
"Washington Parish, LA",2020,"16,612     ","15,165     ","1,447     ",8.7     
"Webster Parish, LA",2020,"13,948     ","12,771     ","1,177     ",8.4     
"West Baton Rouge Parish, LA",2020,"13,489     ","12,461     ","1,028     ",7.6     
"West Carroll Parish, LA",2020,"3,656     ","3,262     ",394     ,10.8     
"West Feliciana Parish, LA",2020,"5,169     ","4,869     ",300     ,5.8     
"Winn Parish, LA",2020,"4,685     ","4,327     ",358     ,7.6     
"Androscoggin County, ME",2020,"54,287     ","51,543     ","2,744     ",5.1     
"Aroostook County, ME",2020,"29,199     ","27,715     ","1,484     ",5.1     
"Cumberland County, ME",2020,"160,751     ","152,878     ","7,873     ",4.9     
"Franklin County, ME",2020,"13,726     ","12,953     ",773     ,5.6     
"Hancock County, ME",2020,"27,710     ","26,239     ","1,471     ",5.3     
"Kennebec County, ME",2020,"61,354     ","58,547     ","2,807     ",4.6     
"Knox County, ME",2020,"19,562     ","18,584     ",978     ,5.0     
"Lincoln County, ME",2020,"16,386     ","15,584     ",802     ,4.9     
"Oxford County, ME",2020,"25,776     ","24,197     ","1,579     ",6.1     
"Penobscot County, ME",2020,"74,210     ","70,505     ","3,705     ",5.0     
"Piscataquis County, ME",2020,"7,157     ","6,798     ",359     ,5.0     
"Sagadahoc County, ME",2020,"19,246     ","18,403     ",843     ,4.4     
"Somerset County, ME",2020,"22,010     ","20,662     ","1,348     ",6.1     
"Waldo County, ME",2020,"19,981     ","19,035     ",946     ,4.7     
"Washington County, ME",2020,"13,340     ","12,574     ",766     ,5.7     
"York County, ME",2020,"110,537     ","105,050     ","5,487     ",5.0     
"Allegany County, MD",2020,"31,382     ","28,925     ","2,457     ",7.8     
"Anne Arundel County, MD",2020,"317,403     ","299,113     ","18,290     ",5.8     
"Baltimore County, MD",2020,"452,245     ","421,646     ","30,599     ",6.8     
"Calvert County, MD",2020,"49,699     ","47,128     ","2,571     ",5.2     
"Caroline County, MD",2020,"17,701     ","16,714     ",987     ,5.6     
"Carroll County, MD",2020,"95,028     ","90,205     ","4,823     ",5.1     
"Cecil County, MD",2020,"53,323     ","50,171     ","3,152     ",5.9     
"Charles County, MD",2020,"88,174     ","82,357     ","5,817     ",6.6     
"Dorchester County, MD",2020,"16,553     ","15,467     ","1,086     ",6.6     
"Frederick County, MD",2020,"137,540     ","129,513     ","8,027     ",5.8     
"Garrett County, MD",2020,"15,623     ","14,574     ","1,049     ",6.7     
"Harford County, MD",2020,"141,380     ","133,250     ","8,130     ",5.8     
"Howard County, MD",2020,"188,920     ","179,273     ","9,647     ",5.1     
"Kent County, MD",2020,"9,836     ","9,186     ",650     ,6.6     
"Montgomery County, MD",2020,"556,465     ","521,828     ","34,637     ",6.2     
"Prince George's County, MD",2020,"512,497     ","471,489     ","41,008     ",8.0     
"Queen Anne's County, MD",2020,"28,107     ","26,578     ","1,529     ",5.4     
"St. Mary's County, MD",2020,"58,492     ","55,673     ","2,819     ",4.8     
"Somerset County, MD",2020,"8,726     ","7,989     ",737     ,8.4     
"Talbot County, MD",2020,"17,987     ","16,896     ","1,091     ",6.1     
"Washington County, MD",2020,"73,020     ","68,031     ","4,989     ",6.8     
"Wicomico County, MD",2020,"49,852     ","46,087     ","3,765     ",7.6     
"Worcester County, MD",2020,"25,367     ","22,436     ","2,931     ",11.6     
"Baltimore city, MD",2020,"282,207     ","257,578     ","24,629     ",8.7     
"Barnstable County, MA",2020,"110,468     ","98,545     ","11,923     ",10.8     
"Berkshire County, MA",2020,"62,370     ","56,266     ","6,104     ",9.8     
"Bristol County, MA",2020,"299,978     ","267,445     ","32,533     ",10.8     
"Dukes County, MA",2020,"9,542     ","8,598     ",944     ,9.9     
"Essex County, MA",2020,"424,185     ","380,186     ","43,999     ",10.4     
"Franklin County, MA",2020,"40,222     ","37,042     ","3,180     ",7.9     
"Hampden County, MA",2020,"225,995     ","201,171     ","24,824     ",11.0     
"Hampshire County, MA",2020,"88,360     ","81,642     ","6,718     ",7.6     
"Middlesex County, MA",2020,"900,978     ","831,412     ","69,566     ",7.7     
"Nantucket County/town, MA",2020,"7,622     ","6,775     ",847     ,11.1     
"Norfolk County, MA",2020,"390,023     ","355,614     ","34,409     ",8.8     
"Plymouth County, MA",2020,"283,634     ","255,314     ","28,320     ",10.0     
"Suffolk County, MA",2020,"456,198     ","409,219     ","46,979     ",10.3     
"Worcester County, MA",2020,"442,111     ","401,024     ","41,087     ",9.3     
"Alcona County, MI",2020,"3,841     ","3,440     ",401     ,10.4     
"Alger County, MI",2020,"3,120     ","2,768     ",352     ,11.3     
"Allegan County, MI",2020,"61,980     ","57,267     ","4,713     ",7.6     
"Alpena County, MI",2020,"13,211     ","12,143     ","1,068     ",8.1     
"Antrim County, MI",2020,"10,112     ","9,081     ","1,031     ",10.2     
"Arenac County, MI",2020,"5,943     ","5,243     ",700     ,11.8     
"Baraga County, MI",2020,"3,147     ","2,759     ",388     ,12.3     
"Barry County, MI",2020,"31,394     ","28,982     ","2,412     ",7.7     
"Bay County, MI",2020,"49,355     ","44,622     ","4,733     ",9.6     
"Benzie County, MI",2020,"8,660     ","7,812     ",848     ,9.8     
